run_id,sequence_name,seed,rand_mode,constraint_set,rand_addr_base,rand_addr_range_kb,rand_data_pattern,payload_entropy,rand_rw_ratio,rand_opcode_mix,rand_burst_len_mean,rand_packet_len_bytes,rand_delay_min_ns,rand_delay_max_ns,rand_idle_cycles,rand_wait_states,rand_priority_mode,rand_traffic_pattern,rand_workload,rand_order,rand_err_inj_mode,rand_transaction_count
RUN-002703,sequential_write_seq,1620076918,constrained,corner,0x6cd29000,4096,incremental,0.418,0.6,wr_heavy,13.7,512,8,49,56,3,fixed,sequential,boot,in_order,stuck_at,1024
RUN-002704,random_read_seq,145344116,full_random,default,0x9a9d4000,64,random,0.644,0.88,rd_heavy,14.1,2048,9,67,45,3,round_robin,sequential,streaming,out_of_order,none,1024
RUN-002705,back_to_back_program_seq,1548719806,full_random,default,0x34768000,4096,all_zeros,0.672,0.39,erase_mixed,23.5,2048,10,143,18,7,weighted,sequential,boot,in_order,none,32
RUN-002706,back_to_back_program_seq,277574872,full_random,corner,0x5130a000,64,random,0.274,0.79,balanced,15.6,1024,13,19,55,4,weighted,strided,oltp,out_of_order,none,128
RUN-002707,read_disturb_seq,1910951210,full_random,corner,0x0455c000,1024,random,0.359,0.32,rd_heavy,13.3,512,13,149,49,0,round_robin,strided,mixed,in_order,jitter,256
RUN-002708,back_to_back_program_seq,1147282260,full_random,default,0x55ef9000,256,incremental,0.572,0.87,rd_heavy,40.4,512,14,96,16,5,fixed,random,mixed,out_of_order,jitter,16
RUN-002709,sequential_write_seq,1918908477,constrained,corner,0xb3eaa000,64,random,0.709,0.86,balanced,2.8,512,0,161,20,1,weighted,sequential,boot,out_of_order,bitflip,64
RUN-002710,mixed_rw_seq,1425959782,constrained,default,0x441d5000,1024,random,0.133,0.44,wr_heavy,3.3,512,16,87,39,5,fixed,strided,oltp,out_of_order,stuck_at,64
RUN-002711,power_cycle_seq,319941905,full_random,corner,0x9ec60000,64,checkerboard,0.438,0.86,wr_heavy,26.8,2048,8,100,34,1,weighted,sequential,streaming,in_order,none,128
RUN-002712,sequential_write_seq,988797900,full_random,default,0x30853000,256,random,0.371,0.49,balanced,2.7,2048,5,97,10,1,weighted,strided,streaming,in_order,none,16
RUN-002713,sequential_write_seq,56926936,directed,default,0x696c3000,64,random,0.531,0.19,erase_mixed,5.0,2048,3,75,35,0,weighted,sequential,streaming,in_order,none,64
RUN-002714,read_disturb_seq,218003587,constrained,default,0x7db14000,64,all_zeros,0.376,0.24,rd_heavy,25.3,4096,19,132,44,1,round_robin,hotspot,mixed,in_order,none,512
RUN-002715,back_to_back_program_seq,449397038,constrained,stress,0x528c3000,64,checkerboard,0.125,0.61,balanced,25.6,512,14,171,31,0,fixed,random,oltp,in_order,none,512
RUN-002716,sequential_write_seq,443280870,full_random,default,0x99e49000,64,checkerboard,0.636,0.28,balanced,27.6,512,11,138,50,6,fixed,sequential,oltp,in_order,none,16
RUN-002717,read_disturb_seq,816708137,constrained,default,0x291a3000,256,walking_ones,0.229,0.45,erase_mixed,7.9,2048,13,21,44,6,weighted,hotspot,mixed,out_of_order,none,256
RUN-002718,erase_suspend_seq,677633601,constrained,default,0x2153f000,4096,random,0.666,0.14,rd_heavy,5.2,1024,4,187,15,4,round_robin,hotspot,streaming,in_order,bitflip,256
RUN-002719,erase_suspend_seq,630319333,full_random,default,0x3a0ab000,64,random,0.603,0.77,wr_heavy,51.1,512,1,106,52,7,fixed,sequential,streaming,out_of_order,stuck_at,32
RUN-002720,power_cycle_seq,1596786869,directed,default,0x9ce97000,4096,checkerboard,0.64,0.36,rd_heavy,15.4,2048,7,25,60,3,round_robin,strided,mixed,out_of_order,none,256
RUN-002721,random_read_seq,86515415,constrained,corner,0x48c67000,1024,checkerboard,0.347,0.73,wr_heavy,13.9,2048,2,195,50,3,round_robin,random,mixed,in_order,stuck_at,16
RUN-002722,back_to_back_program_seq,405690465,full_random,corner,0xab8d3000,256,random,0.943,0.19,rd_heavy,12.4,2048,4,16,23,7,round_robin,sequential,mixed,in_order,none,32
RUN-002723,read_disturb_seq,329001029,constrained,stress,0x73130000,4096,checkerboard,0.904,0.65,wr_heavy,14.3,2048,2,138,44,0,round_robin,sequential,mixed,in_order,none,128
RUN-002724,mixed_rw_seq,2125631235,constrained,corner,0x451e5000,64,incremental,0.617,0.43,rd_heavy,2.5,512,19,215,38,7,fixed,random,streaming,in_order,none,64
RUN-002725,mixed_rw_seq,515232662,full_random,corner,0xd79f4000,256,random,0.76,0.27,rd_heavy,59.8,1024,17,113,39,2,fixed,random,oltp,in_order,none,128
RUN-002726,sequential_write_seq,316431524,constrained,corner,0x21f9b000,4096,checkerboard,0.717,0.31,rd_heavy,5.9,4096,4,41,22,7,round_robin,sequential,mixed,in_order,stuck_at,256
RUN-002727,power_cycle_seq,349328333,full_random,default,0x6d453000,64,walking_ones,0.617,0.83,balanced,23.5,4096,8,78,56,0,round_robin,random,streaming,in_order,stuck_at,32
RUN-002728,random_read_seq,1475859658,constrained,stress,0x68f4b000,64,random,0.406,0.65,rd_heavy,14.2,4096,7,204,35,5,weighted,strided,oltp,in_order,bitflip,512
RUN-002729,back_to_back_program_seq,1880466769,full_random,default,0x6dfb7000,1024,all_zeros,0.133,0.87,wr_heavy,54.1,1024,6,31,61,3,weighted,hotspot,boot,out_of_order,none,256
RUN-002730,back_to_back_program_seq,690984260,directed,default,0x8577b000,256,walking_ones,0.666,0.82,wr_heavy,5.8,2048,15,113,33,2,fixed,sequential,oltp,in_order,none,256
RUN-002731,back_to_back_program_seq,1809980517,constrained,default,0x04ca8000,256,checkerboard,0.495,0.51,wr_heavy,3.6,1024,1,111,57,0,fixed,strided,streaming,in_order,none,32
RUN-002732,back_to_back_program_seq,1913948946,full_random,corner,0x608e0000,64,random,0.475,0.56,balanced,6.9,1024,17,124,0,4,round_robin,random,mixed,out_of_order,none,256
RUN-002733,power_cycle_seq,1205347160,constrained,default,0x65b69000,1024,incremental,0.73,0.14,wr_heavy,50.0,512,2,161,37,5,weighted,sequential,boot,in_order,stuck_at,64
RUN-002734,random_read_seq,383541787,constrained,stress,0x393fc000,1024,random,0.469,0.7,balanced,5.5,512,9,47,14,2,weighted,strided,boot,in_order,none,256
RUN-002735,sequential_write_seq,393597144,directed,corner,0x7a5d6000,256,walking_ones,0.406,0.35,erase_mixed,6.6,2048,4,100,59,5,round_robin,sequential,oltp,in_order,jitter,64
RUN-002736,back_to_back_program_seq,794379121,constrained,default,0xebee3000,256,checkerboard,0.295,0.54,balanced,3.9,4096,8,128,21,5,weighted,sequential,oltp,in_order,stuck_at,512
RUN-002737,read_disturb_seq,941836046,constrained,default,0x3fe08000,256,checkerboard,0.662,0.51,rd_heavy,6.6,4096,19,165,10,4,round_robin,random,boot,out_of_order,none,128
RUN-002738,erase_suspend_seq,1826815539,full_random,stress,0xbd33e000,1024,random,0.319,0.88,wr_heavy,7.2,512,17,130,4,2,weighted,random,mixed,out_of_order,none,1024
RUN-002739,random_read_seq,641216627,constrained,stress,0x970e8000,1024,all_zeros,0.548,0.74,balanced,2.8,512,4,28,41,7,round_robin,random,mixed,in_order,stuck_at,16
RUN-002740,power_cycle_seq,1509399816,constrained,default,0x177e2000,4096,checkerboard,0.244,0.54,balanced,45.9,1024,0,9,38,7,fixed,sequential,streaming,out_of_order,none,64
RUN-002741,power_cycle_seq,1643583113,full_random,stress,0x5a43e000,64,checkerboard,0.395,0.54,rd_heavy,3.5,1024,5,108,56,1,round_robin,random,oltp,in_order,none,256
RUN-002742,back_to_back_program_seq,1903004144,constrained,default,0x8044c000,256,all_zeros,0.722,0.33,balanced,13.8,2048,0,189,16,1,fixed,hotspot,oltp,out_of_order,none,256
RUN-002743,random_read_seq,1264134952,constrained,corner,0x6952b000,64,incremental,0.568,0.12,balanced,7.0,1024,10,60,46,2,fixed,random,oltp,out_of_order,none,32
RUN-002744,random_read_seq,1371502992,full_random,default,0xcc529000,64,random,0.546,0.26,wr_heavy,10.1,1024,5,138,3,2,round_robin,strided,mixed,in_order,none,128
RUN-002745,sequential_write_seq,1938869692,constrained,default,0xfd741000,1024,incremental,0.635,0.1,rd_heavy,14.0,4096,4,67,28,6,round_robin,strided,boot,in_order,bitflip,256
RUN-002746,random_read_seq,876086249,constrained,corner,0x2572c000,1024,checkerboard,0.442,0.16,wr_heavy,21.9,1024,11,187,25,1,fixed,sequential,oltp,in_order,none,256
RUN-002747,mixed_rw_seq,54883452,constrained,stress,0xfdc16000,1024,random,0.499,0.23,balanced,3.1,4096,10,126,45,7,fixed,random,boot,in_order,none,128
RUN-002748,read_disturb_seq,1218872577,constrained,default,0xa00dc000,256,random,0.122,0.27,rd_heavy,15.9,512,13,172,18,3,round_robin,random,streaming,in_order,none,128
RUN-002749,random_read_seq,1646671140,full_random,default,0x99371000,1024,all_zeros,0.689,0.76,wr_heavy,3.8,4096,17,95,1,5,fixed,sequential,mixed,out_of_order,none,64
RUN-002750,read_disturb_seq,2072662744,full_random,default,0xda1a8000,1024,random,0.818,0.22,wr_heavy,11.5,2048,1,145,63,1,fixed,sequential,oltp,in_order,bitflip,64
RUN-002751,power_cycle_seq,768337505,directed,default,0x09523000,256,random,0.908,0.48,wr_heavy,60.4,1024,8,155,9,0,round_robin,strided,boot,in_order,none,1024
RUN-002752,mixed_rw_seq,1902449224,constrained,default,0xb03a8000,1024,random,0.691,0.82,wr_heavy,10.0,1024,5,23,10,1,fixed,random,mixed,in_order,none,32
RUN-002753,mixed_rw_seq,146366845,constrained,default,0x9ab59000,4096,checkerboard,0.7,0.64,balanced,21.7,1024,17,156,46,0,round_robin,sequential,mixed,in_order,none,32
RUN-002754,back_to_back_program_seq,115031422,constrained,stress,0x4cf87000,1024,walking_ones,0.759,0.17,rd_heavy,11.2,512,6,158,57,7,round_robin,strided,oltp,out_of_order,none,128
RUN-002755,sequential_write_seq,2053260069,constrained,default,0xdb215000,256,walking_ones,0.339,0.63,balanced,15.2,1024,13,93,13,4,round_robin,strided,oltp,in_order,none,128
RUN-002756,garbage_collect_seq,1487612248,directed,default,0xb5af9000,1024,checkerboard,0.811,0.49,wr_heavy,26.9,4096,11,42,4,3,weighted,sequential,mixed,out_of_order,bitflip,512
RUN-002757,back_to_back_program_seq,413074061,constrained,default,0xf4af8000,256,checkerboard,0.343,0.13,rd_heavy,20.5,1024,6,83,17,2,weighted,strided,mixed,in_order,none,128
RUN-002758,garbage_collect_seq,1899780386,full_random,default,0x1ae73000,1024,all_zeros,0.357,0.2,rd_heavy,5.9,1024,15,146,21,5,fixed,strided,mixed,out_of_order,none,128
RUN-002759,power_cycle_seq,264014863,constrained,default,0x19828000,4096,incremental,0.329,0.14,rd_heavy,3.7,512,17,177,46,4,round_robin,sequential,mixed,in_order,none,64
RUN-002760,random_read_seq,200995495,full_random,default,0x57912000,64,random,0.974,0.35,wr_heavy,8.0,2048,1,139,4,1,fixed,sequential,oltp,in_order,none,256
RUN-002761,back_to_back_program_seq,937862008,full_random,corner,0x48195000,1024,all_zeros,0.354,0.18,wr_heavy,14.6,512,12,78,24,0,fixed,strided,mixed,out_of_order,none,64
RUN-002762,sequential_write_seq,924407443,full_random,default,0x193c7000,64,random,0.475,0.8,wr_heavy,5.7,1024,2,121,10,1,fixed,random,boot,out_of_order,none,64
RUN-002763,erase_suspend_seq,939827506,constrained,corner,0xcd3b8000,1024,walking_ones,0.683,0.18,rd_heavy,14.6,1024,6,205,14,5,weighted,hotspot,oltp,in_order,bitflip,256
RUN-002764,sequential_write_seq,649609953,constrained,corner,0xfe2c3000,256,checkerboard,0.685,0.71,balanced,3.0,512,0,111,25,6,weighted,sequential,mixed,out_of_order,bitflip,128
RUN-002765,erase_suspend_seq,704825627,constrained,default,0xacd57000,256,all_zeros,0.28,0.67,erase_mixed,21.3,512,13,152,20,3,weighted,strided,streaming,out_of_order,none,256
RUN-002766,mixed_rw_seq,923923665,full_random,default,0x33518000,256,incremental,0.554,0.52,rd_heavy,7.9,1024,19,103,25,5,round_robin,strided,oltp,in_order,none,128
RUN-002767,garbage_collect_seq,857785262,constrained,stress,0x74590000,1024,checkerboard,0.638,0.65,erase_mixed,40.9,4096,19,94,57,4,fixed,sequential,mixed,in_order,none,128
RUN-002768,mixed_rw_seq,911190866,constrained,stress,0x862b9000,1024,random,0.834,0.5,wr_heavy,12.8,2048,2,25,16,6,fixed,sequential,oltp,out_of_order,jitter,64
RUN-002769,read_disturb_seq,426690206,constrained,default,0x4c103000,256,incremental,0.336,0.33,wr_heavy,12.6,4096,7,160,62,6,weighted,random,boot,in_order,none,16
RUN-002770,erase_suspend_seq,591044684,full_random,default,0xdc059000,256,checkerboard,0.603,0.4,balanced,3.2,1024,19,133,23,6,weighted,hotspot,streaming,out_of_order,none,512
RUN-002771,sequential_write_seq,2006916439,constrained,stress,0x3da40000,4096,random,0.296,0.26,wr_heavy,26.4,4096,13,210,49,1,weighted,sequential,mixed,in_order,none,128
RUN-002772,sequential_write_seq,1713962868,constrained,corner,0x3f02b000,1024,random,0.684,0.28,balanced,12.6,4096,3,109,52,3,round_robin,strided,oltp,out_of_order,jitter,64
RUN-002773,random_read_seq,1885226141,full_random,default,0xe5173000,1024,incremental,0.725,0.29,rd_heavy,7.0,4096,12,52,25,7,fixed,sequential,mixed,out_of_order,none,256
RUN-002774,sequential_write_seq,1591548216,full_random,stress,0xf3b67000,64,checkerboard,0.704,0.17,balanced,5.7,1024,6,72,8,0,weighted,random,streaming,out_of_order,jitter,64
RUN-002775,read_disturb_seq,758086171,constrained,default,0x2601f000,64,random,0.238,0.81,balanced,11.7,1024,18,34,25,5,weighted,strided,oltp,out_of_order,none,512
RUN-002776,random_read_seq,1329331137,constrained,stress,0x87f00000,64,walking_ones,0.849,0.62,rd_heavy,15.2,512,10,193,25,2,round_robin,sequential,streaming,in_order,none,256
RUN-002777,sequential_write_seq,1711865531,constrained,corner,0xf7c7f000,1024,checkerboard,0.64,0.27,wr_heavy,14.5,512,1,32,50,3,weighted,strided,streaming,in_order,none,128
RUN-002778,read_disturb_seq,1326463820,directed,corner,0x093d6000,1024,random,0.3,0.52,wr_heavy,14.6,1024,7,188,48,7,fixed,sequential,streaming,in_order,none,128
RUN-002779,random_read_seq,971683111,constrained,default,0xae5e2000,4096,random,0.405,0.29,balanced,10.4,512,0,185,48,5,round_robin,random,streaming,in_order,jitter,128
RUN-002780,mixed_rw_seq,1419450463,constrained,default,0xdbacd000,64,incremental,0.195,0.83,erase_mixed,11.1,2048,7,98,50,3,fixed,hotspot,mixed,in_order,bitflip,512
RUN-002781,power_cycle_seq,2089406521,constrained,default,0x886fc000,1024,checkerboard,0.267,0.68,wr_heavy,14.3,4096,16,152,38,5,weighted,random,mixed,in_order,bitflip,64
RUN-002782,mixed_rw_seq,760105260,directed,default,0x6c92b000,1024,incremental,0.442,0.74,rd_heavy,42.3,1024,15,99,22,7,round_robin,random,mixed,in_order,none,256
RUN-002783,garbage_collect_seq,2147335494,full_random,default,0x2a97d000,4096,random,0.716,0.2,wr_heavy,31.2,512,7,193,30,6,weighted,sequential,mixed,out_of_order,stuck_at,64
RUN-002784,back_to_back_program_seq,804508034,full_random,stress,0x56308000,64,incremental,0.615,0.53,wr_heavy,3.9,4096,17,55,30,3,fixed,random,mixed,out_of_order,none,256
RUN-002785,power_cycle_seq,1325917439,full_random,corner,0x4fe86000,256,random,0.763,0.67,wr_heavy,30.0,4096,19,81,13,5,round_robin,hotspot,streaming,in_order,none,64
RUN-002786,back_to_back_program_seq,1246051875,constrained,default,0x96b6b000,1024,all_zeros,0.469,0.64,erase_mixed,3.4,1024,16,33,18,2,weighted,hotspot,oltp,in_order,bitflip,256
RUN-002787,sequential_write_seq,567827498,constrained,corner,0x9bd94000,256,all_zeros,0.673,0.29,balanced,15.5,2048,16,81,11,5,fixed,hotspot,oltp,in_order,bitflip,32
RUN-002788,erase_suspend_seq,251675036,constrained,stress,0x21078000,256,all_zeros,0.415,0.43,wr_heavy,45.9,2048,16,66,42,5,round_robin,hotspot,mixed,in_order,bitflip,1024
RUN-002789,erase_suspend_seq,1604640437,constrained,corner,0x90221000,1024,random,0.395,0.45,balanced,2.9,2048,17,214,59,1,weighted,sequential,boot,out_of_order,none,64
RUN-002790,erase_suspend_seq,89066188,directed,default,0xbd678000,64,all_zeros,0.328,0.56,balanced,7.3,1024,5,114,54,7,fixed,sequential,oltp,in_order,none,256
RUN-002791,mixed_rw_seq,633482036,full_random,default,0xfc2bb000,1024,random,0.789,0.84,wr_heavy,3.8,1024,10,119,27,2,weighted,sequential,oltp,in_order,none,512
RUN-002792,random_read_seq,938734328,full_random,default,0xe6598000,64,checkerboard,0.675,0.87,wr_heavy,21.4,1024,2,123,63,0,weighted,random,mixed,in_order,bitflip,512
RUN-002793,sequential_write_seq,727920045,directed,stress,0x5ebf5000,1024,all_zeros,0.557,0.72,wr_heavy,13.6,512,15,208,59,3,fixed,sequential,oltp,in_order,bitflip,256
RUN-002794,random_read_seq,525115193,full_random,corner,0xbf993000,1024,random,0.794,0.74,balanced,6.9,2048,7,109,36,1,fixed,strided,boot,in_order,bitflip,512
RUN-002795,erase_suspend_seq,2130941460,constrained,corner,0x78523000,64,walking_ones,0.424,0.61,balanced,3.1,4096,2,189,63,4,weighted,random,mixed,in_order,bitflip,64
RUN-002796,erase_suspend_seq,588262366,constrained,corner,0xe0da8000,64,walking_ones,0.885,0.57,wr_heavy,15.7,1024,18,56,17,2,round_robin,hotspot,mixed,in_order,bitflip,128
RUN-002797,power_cycle_seq,271278393,constrained,default,0x04a60000,1024,random,0.728,0.73,wr_heavy,19.4,1024,3,55,21,2,round_robin,random,oltp,in_order,bitflip,128
RUN-002798,back_to_back_program_seq,1669929960,constrained,stress,0x1e583000,64,all_zeros,0.217,0.11,wr_heavy,6.8,512,3,103,58,4,weighted,sequential,mixed,in_order,bitflip,512
RUN-002799,back_to_back_program_seq,1660010803,constrained,default,0xe4683000,256,all_zeros,0.48,0.55,rd_heavy,6.3,1024,5,76,26,4,weighted,random,boot,in_order,stuck_at,64
RUN-002800,power_cycle_seq,676057946,directed,default,0x39d83000,256,all_zeros,0.577,0.47,rd_heavy,42.5,1024,14,28,29,5,fixed,random,streaming,in_order,none,64
RUN-002801,mixed_rw_seq,1390023132,constrained,corner,0x91f60000,1024,random,0.648,0.2,erase_mixed,21.4,1024,19,30,37,3,weighted,sequential,mixed,in_order,jitter,256
RUN-002802,mixed_rw_seq,1362964420,constrained,stress,0xc2438000,256,incremental,0.334,0.16,balanced,12.6,4096,9,160,61,0,weighted,hotspot,oltp,in_order,none,256
RUN-002803,sequential_write_seq,861338189,constrained,default,0x5a7f0000,256,checkerboard,0.794,0.5,rd_heavy,12.2,1024,13,74,34,4,round_robin,random,mixed,in_order,none,64
RUN-002804,mixed_rw_seq,1868743230,constrained,default,0x51b3e000,64,checkerboard,0.371,0.44,balanced,25.5,1024,11,102,60,3,fixed,random,mixed,in_order,none,128
RUN-002805,sequential_write_seq,664056155,constrained,default,0xfcf90000,256,random,0.27,0.45,wr_heavy,7.6,1024,4,164,5,2,round_robin,sequential,streaming,out_of_order,none,64
RUN-002806,back_to_back_program_seq,1833932588,constrained,default,0x2537f000,4096,random,0.389,0.87,wr_heavy,15.2,4096,15,189,17,3,round_robin,strided,oltp,in_order,none,128
RUN-002807,power_cycle_seq,1542286314,constrained,default,0xc9377000,256,checkerboard,0.661,0.16,balanced,51.4,2048,9,78,46,1,round_robin,sequential,mixed,in_order,bitflip,128
RUN-002808,mixed_rw_seq,2032231223,constrained,default,0xfa3f0000,256,random,0.358,0.58,balanced,22.6,4096,18,52,36,5,round_robin,random,oltp,out_of_order,none,512
RUN-002809,back_to_back_program_seq,1752943869,constrained,corner,0xd4047000,64,random,0.288,0.11,balanced,30.9,2048,1,180,52,7,fixed,random,mixed,in_order,jitter,1024
RUN-002810,sequential_write_seq,254283042,full_random,corner,0x1f147000,64,random,0.815,0.54,wr_heavy,10.8,512,5,28,37,4,weighted,hotspot,mixed,out_of_order,none,512
RUN-002811,mixed_rw_seq,111422029,full_random,stress,0x59adb000,1024,incremental,0.467,0.8,balanced,58.4,2048,7,67,51,4,round_robin,random,boot,in_order,none,16
RUN-002812,read_disturb_seq,316732487,full_random,default,0x0bfe8000,1024,all_zeros,0.482,0.18,balanced,30.5,512,7,111,45,7,round_robin,hotspot,streaming,in_order,stuck_at,256
RUN-002813,erase_suspend_seq,1856588452,constrained,default,0x46dc4000,64,checkerboard,0.534,0.61,wr_heavy,13.9,512,19,208,61,2,fixed,strided,mixed,in_order,none,64
RUN-002814,garbage_collect_seq,1254150450,constrained,corner,0xc24ab000,1024,random,0.83,0.66,erase_mixed,51.8,4096,6,81,15,2,fixed,sequential,mixed,in_order,none,16
RUN-002815,erase_suspend_seq,611363072,constrained,corner,0xea8ff000,4096,checkerboard,0.231,0.34,balanced,22.6,1024,14,122,60,4,fixed,sequential,boot,in_order,none,512
RUN-002816,sequential_write_seq,1539420082,constrained,default,0xd4d3a000,4096,incremental,0.516,0.24,wr_heavy,60.4,512,9,107,50,2,weighted,sequential,streaming,in_order,none,64
RUN-002817,power_cycle_seq,215006029,full_random,default,0x44edd000,256,all_zeros,0.854,0.26,balanced,12.4,512,10,198,49,7,weighted,random,mixed,out_of_order,none,64
RUN-002818,sequential_write_seq,2108259389,directed,default,0xa0240000,256,random,0.814,0.51,wr_heavy,13.3,2048,14,109,0,3,weighted,strided,streaming,in_order,none,256
RUN-002819,read_disturb_seq,134059817,directed,default,0xd2d8d000,256,random,0.95,0.27,rd_heavy,2.7,4096,5,122,1,1,round_robin,hotspot,mixed,out_of_order,none,1024
RUN-002820,read_disturb_seq,1467201875,full_random,corner,0xef211000,1024,walking_ones,0.208,0.44,balanced,13.3,1024,6,29,15,7,weighted,random,mixed,in_order,none,1024
RUN-002821,mixed_rw_seq,1538218374,full_random,corner,0x5ef4e000,1024,checkerboard,0.931,0.67,rd_heavy,50.1,512,0,198,28,2,weighted,strided,streaming,in_order,none,512
RUN-002822,garbage_collect_seq,1570109996,constrained,default,0xc33aa000,1024,random,0.876,0.35,balanced,15.5,1024,10,202,53,3,fixed,sequential,mixed,in_order,jitter,128
RUN-002823,mixed_rw_seq,1552200129,constrained,default,0x7aa71000,64,random,0.554,0.68,wr_heavy,6.2,2048,16,32,38,5,fixed,hotspot,oltp,out_of_order,none,256
RUN-002824,sequential_write_seq,1393324950,directed,stress,0x54b94000,1024,random,0.568,0.2,balanced,13.7,512,16,180,38,2,fixed,hotspot,mixed,in_order,bitflip,32
RUN-002825,mixed_rw_seq,837549550,full_random,corner,0xe87fe000,64,checkerboard,0.38,0.72,wr_heavy,49.8,1024,18,58,39,5,weighted,strided,mixed,out_of_order,none,128
RUN-002826,back_to_back_program_seq,360857818,constrained,default,0xcaac0000,256,random,0.343,0.43,rd_heavy,13.3,1024,9,93,51,1,fixed,random,oltp,out_of_order,stuck_at,64
RUN-002827,back_to_back_program_seq,1073173766,constrained,default,0x25e25000,256,all_zeros,0.731,0.38,balanced,2.4,1024,3,165,32,0,weighted,sequential,streaming,in_order,bitflip,16
RUN-002828,read_disturb_seq,1569133098,directed,default,0x2636b000,256,all_zeros,0.76,0.38,rd_heavy,14.2,512,3,83,20,7,fixed,random,oltp,out_of_order,none,128
RUN-002829,power_cycle_seq,432279461,constrained,corner,0xa3db7000,1024,random,0.454,0.31,rd_heavy,5.9,2048,11,47,25,5,weighted,random,oltp,in_order,jitter,64
RUN-002830,random_read_seq,822466914,full_random,default,0x7768b000,256,incremental,0.933,0.73,erase_mixed,11.0,4096,19,43,10,2,round_robin,hotspot,streaming,in_order,none,512
RUN-002831,mixed_rw_seq,256148567,constrained,default,0x3d0d4000,256,all_zeros,0.344,0.32,balanced,27.0,2048,1,54,36,0,round_robin,sequential,oltp,in_order,none,512
RUN-002832,erase_suspend_seq,1458046268,constrained,default,0x30055000,256,random,0.43,0.19,rd_heavy,42.6,1024,19,60,39,0,weighted,hotspot,oltp,in_order,none,256
RUN-002833,back_to_back_program_seq,577795650,constrained,default,0x3934c000,1024,walking_ones,0.741,0.61,rd_heavy,12.6,1024,4,157,19,0,round_robin,strided,oltp,in_order,none,1024
RUN-002834,random_read_seq,284124254,full_random,stress,0x04f76000,1024,random,0.803,0.21,erase_mixed,14.6,512,1,120,1,4,weighted,sequential,streaming,in_order,stuck_at,128
RUN-002835,back_to_back_program_seq,770561002,constrained,corner,0x32e5a000,256,checkerboard,0.112,0.3,rd_heavy,42.1,1024,3,114,44,5,weighted,sequential,mixed,in_order,none,128
RUN-002836,mixed_rw_seq,140899757,constrained,default,0x3c89a000,4096,random,0.495,0.39,balanced,27.3,512,4,71,49,4,weighted,sequential,streaming,in_order,none,128
RUN-002837,back_to_back_program_seq,918535924,constrained,default,0xdcce6000,64,checkerboard,0.683,0.82,wr_heavy,13.1,512,3,198,57,6,fixed,hotspot,streaming,in_order,none,512
RUN-002838,mixed_rw_seq,1928171216,directed,corner,0xa9e50000,1024,random,0.576,0.5,rd_heavy,62.0,2048,0,39,55,2,fixed,hotspot,streaming,in_order,jitter,512
RUN-002839,sequential_write_seq,847921798,directed,default,0x7e951000,256,random,0.653,0.26,wr_heavy,28.7,2048,18,211,38,5,round_robin,strided,oltp,out_of_order,none,1024
RUN-002840,sequential_write_seq,256754942,constrained,stress,0x28725000,256,walking_ones,0.582,0.35,wr_heavy,14.8,4096,0,173,11,7,fixed,strided,streaming,in_order,none,128
RUN-002841,sequential_write_seq,619906770,full_random,stress,0x6b0c8000,4096,walking_ones,0.874,0.79,balanced,2.6,1024,1,61,46,6,weighted,hotspot,oltp,out_of_order,bitflip,512
RUN-002842,mixed_rw_seq,639369670,constrained,stress,0x02383000,4096,checkerboard,0.897,0.2,balanced,7.6,1024,8,104,12,4,round_robin,hotspot,mixed,in_order,stuck_at,512
RUN-002843,garbage_collect_seq,295702270,directed,stress,0x24c06000,64,random,0.281,0.19,balanced,27.4,1024,12,92,34,4,fixed,sequential,oltp,in_order,none,256
RUN-002844,erase_suspend_seq,788683724,constrained,stress,0x01c27000,4096,checkerboard,0.693,0.79,balanced,30.5,1024,2,42,34,6,round_robin,random,streaming,out_of_order,stuck_at,16
RUN-002845,sequential_write_seq,1894963959,full_random,default,0x58f0a000,1024,incremental,0.41,0.53,rd_heavy,21.9,512,15,60,24,5,weighted,sequential,oltp,in_order,none,128
RUN-002846,back_to_back_program_seq,1969327979,constrained,default,0x933c3000,1024,random,0.637,0.38,rd_heavy,12.0,4096,8,27,42,2,round_robin,random,boot,out_of_order,jitter,128
RUN-002847,back_to_back_program_seq,488354308,full_random,corner,0xd1f85000,64,random,0.321,0.26,balanced,13.3,512,4,70,6,1,round_robin,sequential,mixed,out_of_order,none,256
RUN-002848,sequential_write_seq,511076055,full_random,default,0xd71f3000,64,random,0.459,0.81,balanced,60.1,512,18,162,18,4,weighted,random,mixed,out_of_order,none,256
RUN-002849,sequential_write_seq,1756005678,full_random,stress,0x3875c000,1024,random,0.296,0.26,wr_heavy,12.7,2048,11,59,15,7,round_robin,random,boot,in_order,bitflip,128
RUN-002850,back_to_back_program_seq,1102229653,constrained,default,0x5c73a000,64,checkerboard,0.568,0.6,wr_heavy,13.4,4096,15,26,61,1,round_robin,random,mixed,in_order,stuck_at,64
RUN-002851,garbage_collect_seq,2093734062,constrained,default,0x14dad000,1024,walking_ones,0.755,0.67,erase_mixed,12.4,1024,3,22,5,4,fixed,hotspot,boot,out_of_order,none,32
RUN-002852,erase_suspend_seq,1669146406,directed,corner,0x7deb0000,4096,checkerboard,0.491,0.34,rd_heavy,13.4,2048,15,154,23,1,round_robin,random,streaming,in_order,none,32
