run_id,host,os_release,simulator,simulator_version,cpu_model,cpu_cores_allocated,cpu_util_avg_pct,cpu_util_peak_pct,mem_util_avg_pct,peak_mem_mb,disk_io_mb,wall_time_s,cpu_time_s,license_wait_s,sim_perf_cycles_per_sec,temperature_c,voltage_mv,power_mode,power_w,grid_queue
RUN-003204,farm-node-07,rhel8.8,Questa,2023.4,EPYC-7763,4,65.2,75.0,37.3,3612.2,394.3,23.65,21.3,37.87,975859.0,60.4,1203.8,nominal,4.26,long
RUN-003205,farm-node-07,rhel8.8,Xcelium,23.09.004,EPYC-9354,8,83.2,100.0,72.9,2891.8,220.6,33.42,34.1,2.55,39168071.6,63.2,1115.1,nominal,4.33,long
RUN-003206,farm-node-01,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,2,53.5,61.1,54.7,810.0,427.6,5.79,5.21,4.62,12354291.0,76.3,1197.6,nominal,4.34,long
RUN-003207,farm-node-01,rhel8.8,Questa,2023.4,Xeon-Gold-6338,2,74.1,84.5,52.1,3822.6,432.4,10.4,13.08,18.17,9628381.1,69.6,1130.9,nominal,4.61,long
RUN-003208,farm-node-11,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,8,81.0,86.8,43.8,3306.0,406.9,14.38,22.57,10.04,5043380.9,55.2,1168.6,low_power,3.93,long
RUN-003209,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-9354,2,68.4,92.2,55.9,1424.7,165.8,26.45,29.9,13.47,143005.8,64.7,1097.4,nominal,4.77,short
RUN-003210,farm-node-11,rhel8.8,Questa,2023.4,EPYC-7763,4,78.2,100.0,49.8,2925.7,460.7,11.34,8.86,14.05,5300636.3,59.7,1142.1,nominal,5.96,short
RUN-003211,farm-node-02,rhel8.8,Questa,2023.4,EPYC-9354,2,53.6,66.7,37.7,3245.7,315.3,17.11,20.46,4.0,629990.4,45.6,1241.2,nominal,3.82,long
RUN-003212,farm-node-11,rhel8.8,Xcelium,23.09.004,EPYC-9354,4,73.5,100.0,43.1,2800.6,510.1,29.54,43.58,1.13,4365417.7,88.1,1187.2,low_power,2.98,long
RUN-003213,farm-node-07,rhel8.8,Questa,2023.4,Xeon-Gold-6338,4,76.4,100.0,29.1,3054.8,294.7,24.83,20.77,6.76,356791.1,80.8,1132.1,nominal,3.86,normal
RUN-003214,farm-node-02,rhel8.8,Questa,2023.4,EPYC-7763,4,77.1,95.1,49.1,2750.6,482.2,28.29,24.46,5.15,243879.4,60.0,1161.0,nominal,4.44,short
RUN-003215,farm-node-11,rhel8.8,Questa,2023.4,Xeon-Gold-6338,2,63.1,79.6,52.1,2221.8,287.4,24.39,33.93,63.23,105440.9,53.8,1153.5,turbo,5.92,long
RUN-003216,farm-node-01,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,1,53.0,73.9,57.4,2696.1,298.8,10.94,13.33,2.63,364285.0,47.5,1169.6,nominal,4.63,long
RUN-003217,farm-node-11,rhel8.8,Xcelium,23.09.004,EPYC-7763,2,64.0,89.1,18.2,2464.5,203.1,3.19,3.27,9.29,4174920.7,64.6,1120.8,nominal,6.86,long
RUN-003218,farm-node-01,rhel8.8,Questa,2023.4,EPYC-9354,2,44.3,69.6,37.3,2884.9,196.2,9.27,11.12,0.06,13385043.6,50.6,1181.4,nominal,4.28,normal
RUN-003219,farm-node-02,rhel8.8,Questa,2023.4,EPYC-7763,2,70.8,91.6,27.7,2264.9,486.2,19.23,22.69,0.18,3872895.6,51.5,1184.7,nominal,3.4,normal
RUN-003220,farm-node-19,rhel8.8,Xcelium,23.09.004,EPYC-7763,1,54.1,80.8,32.0,5106.9,123.0,24.79,19.99,35.02,96270460.1,85.0,1181.4,turbo,6.28,short
RUN-003221,farm-node-01,rhel8.8,VCS,2023.12-SP1,EPYC-9354,1,63.4,79.9,42.1,2146.2,250.3,5.65,4.85,1.31,6402150.4,41.3,1203.9,low_power,2.98,normal
RUN-003222,farm-node-01,rhel8.8,Xcelium,23.09.004,EPYC-9354,4,57.6,67.6,41.7,2390.0,469.6,24.1,38.03,2.68,338243.5,43.8,1227.7,nominal,5.63,normal
RUN-003223,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-9354,1,44.2,71.0,24.8,3282.9,394.8,28.4,29.1,8.88,82925178.6,62.9,1174.2,nominal,4.43,normal
RUN-003224,farm-node-07,rhel8.8,Questa,2023.4,EPYC-9354,2,50.6,78.5,55.4,2011.0,601.4,12.52,16.56,7.63,1858224.1,57.0,1118.2,nominal,3.19,long
RUN-003225,farm-node-02,rhel8.8,Questa,2023.4,EPYC-9354,4,74.2,94.0,46.4,2552.7,366.2,17.44,17.52,2.45,9871159.6,57.2,1204.3,nominal,5.58,long
RUN-003226,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-9354,8,73.3,98.0,42.1,2011.4,104.1,8.19,12.43,0.58,341729.4,90.3,1200.5,turbo,8.36,short
RUN-003227,farm-node-02,rhel8.8,Xcelium,23.09.004,EPYC-9354,2,52.7,80.6,27.3,1889.8,285.3,20.07,15.78,5.48,158358.2,48.0,1179.1,nominal,4.5,short
RUN-003228,farm-node-19,rhel8.8,Questa,2023.4,Xeon-Gold-6338,1,58.7,66.1,31.5,5203.2,63.9,42.89,40.95,29.01,46132007.9,84.7,1183.0,nominal,2.88,normal
RUN-003229,farm-node-01,rhel8.8,Questa,2023.4,EPYC-9354,1,66.7,77.7,53.2,2545.8,523.7,6.29,6.2,33.52,205297.5,70.0,1096.8,turbo,6.02,short
RUN-003230,farm-node-01,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,1,76.0,79.4,35.7,1814.8,328.8,6.86,10.75,1.0,896729.6,60.3,1199.1,nominal,6.7,short
RUN-003231,farm-node-01,rhel8.8,VCS,2023.12-SP1,EPYC-7763,1,76.7,100.0,46.8,2371.9,463.3,15.18,22.75,21.71,787412.6,42.3,1250.0,nominal,4.34,long
RUN-003232,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-7763,2,49.9,62.1,61.6,3847.8,397.2,19.95,19.78,4.98,275881.8,60.5,1152.4,nominal,4.41,normal
RUN-003233,farm-node-07,rhel8.8,Questa,2023.4,EPYC-7763,4,34.3,59.4,48.6,2520.3,578.6,5.12,8.17,3.93,1035247.9,55.8,1094.0,nominal,4.81,long
RUN-003234,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-9354,4,44.0,57.6,40.7,1793.6,493.7,25.2,22.35,2.89,309582.3,72.2,1198.4,low_power,3.38,normal
RUN-003235,farm-node-02,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,4,81.8,92.6,37.9,4126.0,274.1,47.9,63.7,0.88,41197172.7,82.4,1162.5,turbo,5.16,normal
RUN-003236,farm-node-19,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,4,65.1,85.8,39.3,3337.3,253.0,32.41,46.21,5.21,61184821.5,63.7,1109.2,nominal,5.73,normal
RUN-003237,farm-node-01,rhel8.8,Questa,2023.4,EPYC-7763,2,56.5,78.7,19.5,3570.2,445.4,6.0,6.33,2.97,439122.3,78.2,1109.6,turbo,7.39,long
RUN-003238,farm-node-01,rhel8.8,Questa,2023.4,EPYC-9354,2,51.3,79.6,25.4,2252.6,299.7,12.76,12.27,4.19,1304489.3,76.9,1167.3,low_power,3.46,normal
RUN-003239,farm-node-19,rhel8.8,Questa,2023.4,EPYC-9354,1,69.4,84.9,51.3,4293.9,358.0,8.41,9.01,3.44,142687.3,54.3,1173.4,nominal,3.1,long
RUN-003240,farm-node-11,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,4,63.6,74.4,46.1,1966.6,105.1,13.3,13.41,9.33,2126976.8,41.4,1172.2,low_power,4.63,short
RUN-003241,farm-node-01,rhel8.8,Questa,2023.4,Xeon-Gold-6338,2,48.4,55.3,80.6,2912.3,428.6,10.06,10.31,1.26,45180409.8,73.1,1116.8,turbo,8.96,short
RUN-003242,farm-node-11,rhel8.8,Xcelium,23.09.004,EPYC-9354,1,60.6,66.1,44.6,1815.7,245.4,2.36,2.94,19.38,1124779.2,57.3,1136.0,nominal,4.27,long
RUN-003243,farm-node-11,rhel8.8,VCS,2023.12-SP1,EPYC-7763,1,40.8,64.2,49.2,3411.9,15.6,18.54,13.73,0.59,757722.4,76.6,1186.7,nominal,4.95,short
RUN-003244,farm-node-19,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,4,67.3,72.1,61.6,3359.8,5.0,41.75,51.23,2.44,56372291.3,69.7,1101.9,nominal,5.16,normal
RUN-003245,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-9354,8,79.7,97.7,49.4,2068.4,252.7,17.05,12.27,38.37,747401.7,62.0,1134.3,nominal,6.36,normal
RUN-003246,farm-node-11,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,8,63.8,75.8,34.3,3186.6,346.7,15.8,22.73,17.38,557945.5,62.1,1210.0,nominal,5.48,short
RUN-003247,farm-node-02,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,2,46.3,72.9,41.3,2457.0,508.9,21.67,17.41,1.34,4988075.6,87.5,1115.9,nominal,5.28,long
RUN-003248,farm-node-19,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,2,69.1,95.5,49.2,3494.4,147.3,24.12,26.11,31.96,7287526.6,62.6,1157.6,nominal,5.15,normal
RUN-003249,farm-node-11,rhel8.8,VCS,2023.12-SP1,EPYC-7763,2,54.7,61.2,31.1,2233.9,77.2,11.25,13.24,26.39,7506897.5,51.3,1110.8,low_power,5.23,short
RUN-003250,farm-node-11,rhel8.8,Questa,2023.4,EPYC-7763,4,82.6,100.0,45.6,3682.0,425.4,7.29,9.1,5.07,808017.1,60.3,1138.3,low_power,4.69,short
RUN-003251,farm-node-01,rhel8.8,VCS,2023.12-SP1,EPYC-9354,4,56.3,72.7,60.1,1950.9,246.0,3.82,3.78,3.89,1023847.6,53.8,1152.6,nominal,3.17,short
RUN-003252,farm-node-07,rhel8.8,Xcelium,23.09.004,EPYC-9354,2,65.4,82.3,51.0,1423.2,452.2,29.79,23.69,1.95,84439.5,56.4,1186.6,low_power,5.19,short
RUN-003253,farm-node-11,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,1,63.2,86.1,67.4,4349.0,258.5,8.26,7.23,0.67,2108715.7,51.5,1102.8,nominal,6.36,normal
RUN-003254,farm-node-19,rhel8.8,Questa,2023.4,EPYC-9354,1,45.0,65.3,54.1,2368.6,303.7,29.03,44.61,25.02,149338.0,55.0,1250.0,nominal,4.34,normal
RUN-003255,farm-node-02,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,1,48.0,62.4,37.5,2816.5,224.9,6.81,6.56,4.34,679037.3,59.2,1186.8,low_power,5.74,short
RUN-003256,farm-node-11,rhel8.8,Questa,2023.4,EPYC-7763,8,61.8,72.6,25.1,3244.3,721.0,18.74,18.69,8.38,916713.2,72.8,1140.6,turbo,7.53,normal
RUN-003257,farm-node-01,rhel8.8,Questa,2023.4,EPYC-7763,8,58.9,74.8,21.3,1933.2,467.3,8.93,14.15,0.03,11601810.5,65.5,1157.3,nominal,5.14,long
RUN-003258,farm-node-07,rhel8.8,Xcelium,23.09.004,EPYC-9354,2,61.2,72.6,32.9,4041.9,257.2,6.15,6.73,2.94,5798055.1,54.5,1125.2,turbo,7.74,short
RUN-003259,farm-node-01,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,2,72.0,93.4,49.3,2331.3,532.1,6.3,4.49,8.15,563507.0,76.3,1174.7,turbo,7.2,normal
RUN-003260,farm-node-01,rhel8.8,Questa,2023.4,EPYC-7763,1,51.1,56.9,46.3,2275.8,319.7,10.94,11.27,7.38,11243758.7,76.3,1191.0,nominal,3.91,long
RUN-003261,farm-node-07,rhel8.8,Xcelium,23.09.004,EPYC-7763,2,77.1,96.3,60.1,2899.6,5.0,18.39,17.12,7.81,1349621.2,62.6,1196.7,nominal,2.89,long
RUN-003262,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-9354,2,89.4,100.0,47.4,2837.7,226.1,20.41,29.07,3.21,1203706.6,25.0,1157.2,nominal,4.72,short
RUN-003263,farm-node-19,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,4,40.4,57.6,16.5,2073.4,577.7,5.97,4.65,10.25,350404.5,58.0,1105.7,low_power,5.31,long
RUN-003264,farm-node-19,rhel8.8,Questa,2023.4,EPYC-9354,4,64.6,86.8,38.5,2510.9,610.5,27.91,35.31,14.08,12110181.8,66.3,1181.6,low_power,4.91,normal
RUN-003265,farm-node-11,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,4,86.8,96.3,36.1,1129.9,329.0,16.05,21.94,8.44,309429.2,62.7,1172.0,nominal,2.34,long
RUN-003266,farm-node-19,rhel8.8,Questa,2023.4,Xeon-Gold-6338,4,83.9,88.6,44.7,1496.2,5.0,17.79,18.18,1.97,4922341.4,73.4,1209.3,nominal,5.11,normal
RUN-003267,farm-node-11,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,4,53.5,83.3,38.0,1216.6,305.1,22.59,34.85,3.63,170146.6,85.5,1145.2,turbo,7.07,short
RUN-003268,farm-node-01,rhel8.8,Xcelium,23.09.004,EPYC-7763,4,98.6,100.0,17.5,2891.4,348.1,32.27,26.44,35.59,8576730.1,92.9,1078.2,turbo,6.38,normal
RUN-003269,farm-node-19,rhel8.8,Xcelium,23.09.004,EPYC-7763,2,64.0,82.3,35.4,5145.8,472.1,27.77,27.12,0.89,71679594.9,70.2,1168.7,low_power,3.16,normal
RUN-003270,farm-node-01,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,2,66.7,84.6,56.4,3277.3,328.2,24.08,24.32,12.99,2746484.8,92.6,1174.9,turbo,6.17,short
RUN-003271,farm-node-01,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,4,69.8,87.3,55.6,3967.5,111.7,6.65,5.45,3.24,937888.3,44.6,1140.9,low_power,4.19,long
RUN-003272,farm-node-11,rhel8.8,Xcelium,23.09.004,EPYC-9354,8,80.7,100.0,28.8,2007.9,99.4,24.92,25.41,6.14,32102.7,47.4,1123.1,turbo,6.09,normal
RUN-003273,farm-node-07,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,2,54.9,62.5,38.3,2829.3,13.3,22.25,32.43,5.94,432446.3,59.4,1106.2,nominal,1.33,long
RUN-003274,farm-node-01,rhel8.8,Questa,2023.4,EPYC-7763,2,56.9,64.9,62.4,2022.7,379.3,13.38,12.92,1.5,421970.0,78.1,1239.1,nominal,3.01,long
RUN-003275,farm-node-11,rhel8.8,Questa,2023.4,EPYC-9354,8,73.7,78.7,60.4,3004.1,144.6,4.19,3.9,7.53,1791126.7,91.5,1109.9,low_power,4.41,long
RUN-003276,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-7763,2,46.0,68.3,44.0,1754.4,383.9,15.02,22.66,35.29,170539.4,55.1,1146.0,nominal,3.92,short
RUN-003277,farm-node-11,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,4,72.7,77.9,28.4,1726.8,395.7,11.94,9.44,3.4,667779.3,35.8,1089.6,nominal,4.72,long
RUN-003278,farm-node-02,rhel8.8,Questa,2023.4,EPYC-9354,2,58.2,66.3,20.3,2438.9,508.6,22.49,19.06,1.56,357603.5,68.2,1176.2,turbo,8.35,normal
RUN-003279,farm-node-02,rhel8.8,Questa,2023.4,Xeon-Gold-6338,2,71.4,88.2,42.9,3162.9,281.0,4.89,3.79,3.43,8534152.1,73.5,1118.8,turbo,6.59,short
RUN-003280,farm-node-07,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,4,59.1,85.0,40.6,2568.2,384.9,8.19,8.27,17.33,20185411.7,78.1,1184.8,turbo,5.87,short
RUN-003281,farm-node-01,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,1,54.4,79.8,32.5,3167.1,598.4,9.44,8.17,11.45,6076074.3,70.3,1150.7,nominal,5.49,short
RUN-003282,farm-node-07,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,4,65.6,92.4,44.7,1616.1,310.6,15.69,23.31,2.17,76481.8,56.1,1179.4,nominal,7.33,normal
RUN-003283,farm-node-01,rhel8.8,Questa,2023.4,EPYC-7763,2,70.6,93.2,31.9,4169.2,362.9,23.74,20.43,13.9,300948.1,72.5,1131.8,turbo,6.87,normal
RUN-003284,farm-node-11,rhel8.8,Questa,2023.4,Xeon-Gold-6338,4,75.9,90.8,54.7,3903.4,409.7,11.35,13.99,4.49,97874.2,86.6,1149.8,turbo,6.74,normal
RUN-003285,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-7763,4,75.8,96.5,65.9,2589.1,101.1,28.63,28.14,2.8,831708.7,63.3,1148.9,nominal,4.72,long
RUN-003286,farm-node-01,rhel8.8,VCS,2023.12-SP1,EPYC-9354,2,47.1,76.6,21.3,2440.9,201.0,13.1,16.99,10.94,569934.7,51.0,1099.2,nominal,4.79,long
RUN-003287,farm-node-01,rhel8.8,Xcelium,23.09.004,EPYC-7763,2,54.3,73.5,67.4,3576.2,403.9,16.94,22.43,19.02,5161244.5,60.8,1177.6,low_power,5.03,normal
RUN-003288,farm-node-11,rhel8.8,Questa,2023.4,EPYC-9354,4,72.5,84.8,37.6,1386.3,304.2,23.77,18.3,20.45,446047.3,52.7,1188.5,nominal,5.21,short
RUN-003289,farm-node-19,rhel8.8,Questa,2023.4,EPYC-9354,1,64.8,91.4,50.2,1637.4,342.1,6.88,10.84,9.53,1156026.7,63.1,1200.2,nominal,4.11,short
RUN-003290,farm-node-01,rhel8.8,VCS,2023.12-SP1,EPYC-9354,4,75.2,100.0,35.6,2600.2,220.9,18.92,18.11,35.2,117555.8,55.4,1137.2,low_power,3.95,short
RUN-003291,farm-node-19,rhel8.8,Xcelium,23.09.004,EPYC-7763,4,58.2,82.7,63.4,448.1,485.5,19.5,20.74,19.99,363790.0,53.2,1091.2,nominal,4.17,short
RUN-003292,farm-node-02,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,1,65.6,81.1,47.7,3643.2,426.5,28.52,30.04,5.05,4874995.3,44.3,1188.6,nominal,2.6,short
RUN-003293,farm-node-02,rhel8.8,Questa,2023.4,EPYC-9354,4,76.9,95.7,48.3,3094.4,268.3,21.17,27.03,0.23,3802124.8,75.1,1214.9,turbo,4.72,long
RUN-003294,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-9354,2,68.7,93.0,29.4,3291.2,437.1,6.61,7.1,6.73,5593384.9,80.1,1244.0,nominal,5.45,long
RUN-003295,farm-node-07,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,1,48.6,65.4,29.5,2927.6,289.7,20.51,15.59,28.73,126123.1,37.1,1116.1,low_power,4.5,normal
RUN-003296,farm-node-07,rhel8.8,Questa,2023.4,EPYC-9354,1,65.5,81.6,44.8,1415.2,335.4,25.04,31.38,2.4,3795244.4,56.3,1234.6,nominal,4.94,short
RUN-003297,farm-node-07,rhel8.8,Questa,2023.4,EPYC-7763,2,71.8,90.4,55.2,1947.6,265.4,2.14,2.11,20.38,5534778.5,93.2,1144.1,nominal,3.43,short
RUN-003298,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-7763,4,67.2,94.3,47.0,2852.7,226.5,16.53,20.99,15.2,430308.1,54.9,1211.8,turbo,7.04,normal
RUN-003299,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-9354,4,94.0,100.0,44.0,2484.6,284.5,21.83,17.7,4.81,68241.8,59.0,1119.2,turbo,6.73,long
RUN-003300,farm-node-07,rhel8.8,Xcelium,23.09.004,EPYC-7763,1,34.0,41.8,38.3,2086.1,369.2,29.82,46.87,6.77,9898113.7,76.9,1217.1,turbo,7.31,normal
RUN-003301,farm-node-01,rhel8.8,Xcelium,23.09.004,EPYC-9354,2,69.8,86.0,48.6,3632.0,257.1,24.77,20.48,8.14,203562.2,60.8,1141.0,nominal,5.5,short
RUN-003302,farm-node-01,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,4,52.6,71.5,31.1,4221.6,225.7,6.3,6.3,8.26,10891350.3,41.9,1175.8,nominal,4.71,normal
RUN-003303,farm-node-19,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,1,72.2,89.8,54.9,2682.7,417.5,26.42,39.96,4.77,90464712.0,79.0,1093.2,turbo,6.55,long
RUN-003304,farm-node-11,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,8,67.2,75.8,62.2,1401.7,347.7,21.64,17.77,15.57,160742.1,57.2,1188.4,nominal,4.77,normal
RUN-003305,farm-node-11,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,1,64.8,70.6,40.7,3935.6,207.0,25.7,37.18,9.14,77432494.7,49.3,1129.7,nominal,6.41,short
RUN-003306,farm-node-02,rhel8.8,Questa,2023.4,Xeon-Gold-6338,1,59.5,77.6,48.1,3464.6,454.4,27.15,41.46,7.7,604976.2,43.2,1134.6,nominal,5.54,normal
RUN-003307,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-9354,4,65.9,84.3,63.6,2307.8,379.4,18.54,18.66,0.78,1232926.1,56.6,1106.0,low_power,4.07,normal
RUN-003308,farm-node-19,rhel8.8,Questa,2023.4,EPYC-7763,2,86.3,100.0,48.3,1252.9,139.1,29.28,32.25,0.92,27322.4,55.6,1188.5,low_power,2.99,short
RUN-003309,farm-node-19,rhel8.8,Questa,2023.4,EPYC-9354,2,59.1,72.1,51.9,3886.5,423.1,17.19,17.08,9.87,1199458.2,25.0,1123.5,nominal,1.13,short
RUN-003310,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-7763,8,72.6,83.3,54.7,3190.4,474.7,27.37,28.91,30.76,32479840.8,91.4,1170.2,turbo,7.24,long
RUN-003311,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-9354,4,44.3,51.3,55.4,3178.3,30.1,16.87,19.88,5.47,123899.2,61.9,1139.6,nominal,5.08,normal
RUN-003312,farm-node-19,rhel8.8,Xcelium,23.09.004,EPYC-7763,4,67.5,73.7,43.2,3073.2,375.1,18.64,24.3,0.69,788677.5,46.7,1250.0,nominal,7.08,short
RUN-003313,farm-node-01,rhel8.8,Xcelium,23.09.004,EPYC-7763,1,53.9,58.2,42.9,4630.2,207.4,30.2,42.06,7.84,78336568.6,55.9,1221.6,turbo,6.78,normal
RUN-003314,farm-node-19,rhel8.8,Xcelium,23.09.004,EPYC-7763,8,77.2,100.0,55.7,2134.9,70.8,7.21,10.25,8.49,419532.5,55.2,1159.7,nominal,2.44,normal
RUN-003315,farm-node-01,rhel8.8,VCS,2023.12-SP1,EPYC-7763,2,55.4,66.5,38.3,3762.0,108.7,27.21,31.82,7.76,78559.9,57.8,1082.1,nominal,5.77,normal
RUN-003316,farm-node-11,rhel8.8,Xcelium,23.09.004,EPYC-7763,4,79.8,87.6,55.4,2349.1,441.0,29.54,44.85,2.81,302881.2,61.5,1137.6,turbo,5.84,short
RUN-003317,farm-node-11,rhel8.8,Questa,2023.4,EPYC-7763,1,61.4,82.7,45.5,2962.7,244.6,12.68,15.53,5.54,29634202.6,75.7,1156.7,turbo,6.72,short
RUN-003318,farm-node-19,rhel8.8,Xcelium,23.09.004,EPYC-7763,2,65.8,69.9,41.8,2052.0,363.7,11.26,12.29,2.55,812550.9,98.0,1192.8,turbo,6.25,normal
RUN-003319,farm-node-11,rhel8.8,Questa,2023.4,EPYC-9354,8,76.2,84.1,73.9,3342.4,346.1,13.09,14.75,11.94,745180.1,50.9,1112.5,turbo,5.39,long
RUN-003320,farm-node-01,rhel8.8,Questa,2023.4,EPYC-9354,2,57.6,64.7,40.2,4422.1,346.3,18.33,28.23,8.86,108544765.7,40.9,1210.8,nominal,5.02,long
RUN-003321,farm-node-01,rhel8.8,Questa,2023.4,EPYC-9354,2,96.9,100.0,51.9,2649.0,289.7,13.2,13.71,8.03,1658163.3,50.9,1123.5,low_power,4.29,long
RUN-003322,farm-node-07,rhel8.8,Questa,2023.4,EPYC-9354,1,92.1,100.0,32.2,3337.9,139.7,26.21,27.22,22.91,74891454.3,51.8,1148.4,low_power,2.74,normal
RUN-003323,farm-node-19,rhel8.8,Questa,2023.4,EPYC-7763,4,56.6,80.2,40.5,1164.9,220.8,12.22,10.56,3.57,647079.3,53.0,1123.1,nominal,3.4,short
RUN-003324,farm-node-02,rhel8.8,Xcelium,23.09.004,EPYC-9354,2,70.9,81.3,68.9,2006.9,182.3,11.75,10.97,10.64,181251.2,50.4,1091.0,nominal,4.26,short
RUN-003325,farm-node-07,rhel8.8,Xcelium,23.09.004,EPYC-7763,1,48.0,51.2,55.9,784.9,390.5,15.44,23.73,17.98,209780.4,42.5,1240.8,nominal,5.55,long
RUN-003326,farm-node-19,rhel8.8,Xcelium,23.09.004,EPYC-7763,4,54.4,62.0,59.4,4716.1,244.3,2.88,2.11,6.09,7213713.2,81.1,1198.5,nominal,4.68,long
RUN-003327,farm-node-11,rhel8.8,VCS,2023.12-SP1,EPYC-7763,2,89.4,100.0,40.3,3976.9,548.9,16.12,20.6,0.77,176928.0,76.4,1183.7,low_power,4.63,short
RUN-003328,farm-node-19,rhel8.8,Questa,2023.4,EPYC-7763,4,48.5,53.5,36.8,3083.8,8.3,23.62,28.65,4.14,185013.7,54.3,1148.8,nominal,5.02,short
RUN-003329,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-9354,4,61.4,72.1,52.4,1069.6,245.8,22.26,30.26,30.31,110439.9,69.4,1173.1,nominal,3.14,short
RUN-003330,farm-node-07,rhel8.8,Questa,2023.4,EPYC-9354,1,66.8,87.3,58.4,3643.6,211.9,24.49,18.19,1.7,4051293.3,41.0,1131.4,nominal,5.2,short
RUN-003331,farm-node-01,rhel8.8,VCS,2023.12-SP1,EPYC-7763,2,66.6,89.7,40.4,2264.9,90.3,11.51,11.58,4.54,5033718.3,67.4,1170.4,nominal,3.63,short
RUN-003332,farm-node-07,rhel8.8,Questa,2023.4,EPYC-9354,4,61.3,88.0,44.6,2843.5,344.9,14.41,14.67,1.39,452760.9,81.8,1185.6,low_power,2.58,normal
RUN-003333,farm-node-02,rhel8.8,Questa,2023.4,Xeon-Gold-6338,4,79.3,87.6,43.5,3565.8,391.1,9.64,13.23,4.47,1398776.6,51.3,1125.1,nominal,4.01,normal
RUN-003334,farm-node-02,rhel8.8,Xcelium,23.09.004,EPYC-7763,4,57.8,79.6,52.0,2999.7,237.6,16.91,16.39,3.79,1448851.4,84.2,1108.0,nominal,2.68,short
RUN-003335,farm-node-01,rhel8.8,VCS,2023.12-SP1,EPYC-9354,2,81.6,100.0,54.1,2194.6,375.7,11.31,9.14,7.98,1006711.8,41.2,1164.9,nominal,3.38,long
RUN-003336,farm-node-19,rhel8.8,Questa,2023.4,EPYC-7763,1,51.8,71.8,56.3,2816.8,421.8,19.08,22.06,0.77,145077.7,42.8,1178.3,nominal,2.48,short
RUN-003337,farm-node-19,rhel8.8,Questa,2023.4,EPYC-7763,1,68.5,83.1,53.2,2177.0,143.4,14.69,10.29,2.64,121263.8,57.1,1053.0,nominal,4.9,long
RUN-003338,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-9354,4,68.4,82.2,41.2,2124.9,285.6,27.59,33.74,3.47,1037881.5,80.5,1135.4,nominal,3.52,normal
RUN-003339,farm-node-02,rhel8.8,Xcelium,23.09.004,EPYC-7763,1,53.1,70.5,28.8,1645.6,312.3,6.79,9.99,18.51,4819727.5,73.2,1082.6,turbo,4.66,long
