simulation_id,host,os_release,simulator,simulator_version,cpu_model,cpu_cores_allocated,cpu_util_avg_pct,cpu_util_peak_pct,mem_util_avg_pct,peak_mem_mb,disk_io_mb,wall_time_s,cpu_time_s,license_wait_s,sim_perf_cycles_per_sec,temperature_c,voltage_mv,power_mode,power_w,grid_queue
RUN-002074,farm-node-02,rhel8.8,Xcelium,23.09.004,EPYC-9354,2,73.0,99.3,56.1,3214.2,588.6,22.63,22.8,10.33,141344.1,66.8,1052.8,nominal,4.28,short
RUN-002075,farm-node-11,rhel8.8,Xcelium,23.09.004,EPYC-7763,4,56.4,80.7,62.1,4227.0,326.4,32.42,36.77,11.26,914329.1,85.3,1136.2,low_power,3.51,normal
RUN-002076,farm-node-11,rhel8.8,VCS,2023.12-SP1,EPYC-7763,3,63.4,70.4,48.6,3145.3,334.4,20.03,24.49,8.09,1358722.5,37.3,1128.3,nominal,3.38,short
RUN-002077,farm-node-02,rhel8.8,Questa,2023.4,EPYC-7763,4,58.6,69.6,70.8,4234.5,188.6,9.84,14.29,0.2,739222.4,37.1,1145.8,nominal,4.23,short
RUN-002078,farm-node-07,rhel8.8,Xcelium,23.09.004,EPYC-7763,2,41.9,52.2,16.4,1913.8,126.0,10.21,13.16,15.94,214724.8,63.1,1161.6,nominal,3.17,normal
RUN-002079,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-9354,4,73.0,76.7,51.7,2906.3,294.9,22.84,28.4,14.26,414277.1,52.1,1187.1,nominal,4.67,normal
RUN-002080,farm-node-07,rhel8.8,Questa,2023.4,Xeon-Gold-6338,4,46.3,59.6,56.2,2944.5,516.1,25.37,36.69,5.81,125935.3,55.0,1091.3,turbo,5.7,long
RUN-002081,farm-node-11,rhel8.8,VCS,2023.12-SP1,EPYC-9354,2,63.4,90.0,32.8,2188.5,400.3,6.65,4.95,1.76,526994.7,48.1,1184.1,turbo,5.9,normal
RUN-002082,farm-node-01,rhel8.8,Xcelium,23.09.004,EPYC-9354,3,49.1,54.0,54.3,2421.7,297.9,27.86,36.54,8.61,704522.7,39.4,1173.6,nominal,3.47,short
RUN-002083,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-7763,1,42.9,50.1,48.8,3173.3,230.5,9.37,13.86,1.43,1899412.0,31.6,1115.1,nominal,4.78,short
RUN-002084,farm-node-07,rhel8.8,Questa,2023.4,EPYC-7763,4,47.0,53.4,30.5,2927.6,303.7,16.18,13.97,13.61,346675.4,64.5,1106.5,nominal,3.86,normal
RUN-002085,farm-node-02,rhel8.8,Questa,2023.4,Xeon-Gold-6338,4,66.5,95.8,55.3,1934.9,391.6,6.79,7.78,5.13,1959406.8,47.9,1027.7,turbo,4.91,short
RUN-002086,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-9354,1,48.1,75.6,38.6,3334.4,286.3,14.53,18.08,3.17,746160.8,72.6,1085.5,low_power,3.74,short
RUN-002087,farm-node-02,rhel8.8,Xcelium,23.09.004,EPYC-7763,4,15.1,44.9,54.9,3286.5,321.9,29.99,33.59,22.42,493315.9,48.2,1123.6,nominal,4.75,normal
RUN-002088,farm-node-19,rhel8.8,Xcelium,23.09.004,EPYC-7763,4,71.5,75.0,57.5,2361.1,151.5,31.83,24.3,16.01,418600.8,55.3,1176.1,low_power,4.17,long
RUN-002089,farm-node-02,rhel8.8,Questa,2023.4,EPYC-9354,1,77.1,85.4,40.4,2358.3,378.2,22.39,25.94,8.87,368776.8,52.3,1134.7,low_power,5.64,normal
RUN-002090,farm-node-02,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,2,55.4,80.3,46.8,3403.8,243.4,28.22,31.65,2.43,287628.4,52.0,1079.2,nominal,4.2,short
RUN-002091,farm-node-07,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,2,88.5,100.0,52.4,3051.6,266.6,15.74,17.44,16.52,212727.0,35.2,1057.4,nominal,5.34,long
RUN-002092,farm-node-02,rhel8.8,Questa,2023.4,EPYC-9354,3,28.6,51.6,19.7,1704.2,425.9,17.03,20.09,0.04,266640.9,51.6,1073.2,low_power,2.86,normal
RUN-002093,farm-node-02,rhel8.8,Questa,2023.4,EPYC-7763,4,68.5,82.7,40.8,2645.1,5.0,19.25,23.73,3.37,327594.9,49.5,1097.8,low_power,3.08,long
RUN-002094,farm-node-19,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,4,46.7,74.6,51.8,2316.0,196.5,28.1,39.96,0.88,240958.3,36.1,1164.5,low_power,4.55,short
RUN-002095,farm-node-02,rhel8.8,Xcelium,23.09.004,EPYC-9354,2,59.4,64.8,62.3,2209.5,358.6,6.08,5.26,5.55,1427223.7,66.1,1124.1,low_power,3.35,long
RUN-002096,farm-node-02,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,4,34.6,58.3,32.7,3295.3,248.5,29.1,44.09,7.61,559839.1,39.3,1152.1,nominal,2.76,short
RUN-002097,farm-node-11,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,1,63.1,72.8,55.0,3437.9,230.1,5.17,6.69,25.1,4429586.7,56.1,1148.0,low_power,3.01,long
RUN-002098,farm-node-11,rhel8.8,Questa,2023.4,Xeon-Gold-6338,3,54.7,79.0,50.7,2332.7,496.1,28.25,21.92,10.51,744872.7,46.9,1107.6,nominal,5.49,long
RUN-002099,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-7763,3,65.5,93.3,63.7,693.7,301.8,9.08,7.45,7.14,184232.0,60.8,1180.5,nominal,2.8,short
RUN-002100,farm-node-07,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,3,63.7,79.0,63.0,3436.9,253.9,11.64,14.07,0.31,129095.2,54.0,1111.1,nominal,3.59,normal
RUN-002101,farm-node-11,rhel8.8,Questa,2023.4,EPYC-7763,1,48.5,69.0,34.5,2877.5,5.0,9.43,11.6,7.61,1310008.4,36.9,1147.6,low_power,4.57,normal
RUN-002102,farm-node-01,rhel8.8,Questa,2023.4,EPYC-9354,3,61.3,87.7,62.2,2507.9,358.4,30.48,26.28,1.83,765574.5,58.6,1075.8,low_power,6.34,normal
RUN-002103,farm-node-01,rhel8.8,Questa,2023.4,Xeon-Gold-6338,2,38.4,45.1,36.3,2806.6,259.9,19.65,30.8,10.42,1717513.5,58.0,1106.8,low_power,3.42,short
RUN-002104,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-7763,4,60.0,65.9,62.4,2687.7,534.4,28.05,25.45,0.39,70822.9,57.7,1117.7,turbo,6.64,normal
RUN-002105,farm-node-01,rhel8.8,Questa,2023.4,EPYC-7763,2,42.1,65.8,55.7,2649.1,531.1,10.15,15.22,3.42,1044720.7,64.3,1109.0,low_power,4.62,short
RUN-002106,farm-node-19,rhel8.8,Xcelium,23.09.004,EPYC-9354,4,66.6,91.8,51.2,3743.5,75.1,3.26,4.44,6.07,204988.3,38.8,1100.4,nominal,3.41,long
RUN-002107,farm-node-01,rhel8.8,Questa,2023.4,EPYC-7763,2,61.7,80.4,54.8,2990.3,188.6,31.3,46.96,4.25,1146590.6,50.7,1128.9,nominal,5.29,short
RUN-002108,farm-node-07,rhel8.8,Questa,2023.4,Xeon-Gold-6338,2,61.5,83.2,50.7,2124.7,221.5,9.47,7.7,14.15,207834.0,51.2,1164.8,turbo,6.21,long
RUN-002109,farm-node-11,rhel8.8,VCS,2023.12-SP1,EPYC-7763,2,58.9,67.8,48.2,1201.8,539.2,17.74,16.9,6.08,173596.4,29.8,1214.9,turbo,9.17,short
RUN-002110,farm-node-19,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,1,81.6,95.6,26.7,2322.0,478.6,2.08,3.22,2.84,265329.3,49.0,1127.3,turbo,5.83,long
RUN-002111,farm-node-02,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,4,64.6,87.5,42.6,2269.4,287.5,4.13,3.1,9.92,721944.8,56.9,1123.4,nominal,5.84,long
RUN-002112,farm-node-19,rhel8.8,Questa,2023.4,EPYC-7763,4,39.2,53.5,50.9,2894.2,363.7,17.24,18.47,55.48,57939.5,54.5,1074.2,nominal,4.37,normal
RUN-002113,farm-node-02,rhel8.8,Xcelium,23.09.004,EPYC-7763,4,62.4,78.2,60.3,3079.7,15.0,22.84,29.78,1.21,615522.8,60.6,1173.0,turbo,6.62,normal
RUN-002114,farm-node-01,rhel8.8,Questa,2023.4,EPYC-7763,3,48.6,55.3,61.1,2648.4,210.3,6.59,5.01,25.01,63266.2,67.6,1055.3,nominal,3.39,normal
RUN-002115,farm-node-07,rhel8.8,Xcelium,23.09.004,EPYC-9354,2,58.2,76.4,50.1,2994.0,120.4,10.32,15.7,1.37,766204.4,54.3,1158.9,nominal,5.81,long
RUN-002116,farm-node-19,rhel8.8,Questa,2023.4,Xeon-Gold-6338,1,56.5,67.8,65.7,3450.7,325.3,8.22,5.85,7.01,596560.5,71.5,1163.1,low_power,4.53,normal
RUN-002117,farm-node-07,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,4,68.7,72.6,51.8,3194.0,145.3,19.72,20.66,8.71,310335.3,42.8,1160.5,nominal,5.86,normal
RUN-002118,farm-node-07,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,1,41.0,63.6,76.2,1932.2,215.4,30.29,38.72,6.87,133312.3,59.4,1169.5,low_power,4.02,normal
RUN-002119,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-9354,3,66.1,85.7,88.3,3885.7,138.6,7.14,9.33,0.39,4082385.3,46.8,1092.6,nominal,5.88,normal
RUN-002120,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-9354,1,39.1,65.8,42.2,4227.9,318.2,15.22,15.53,30.11,1840395.5,48.0,1048.2,nominal,4.58,long
RUN-002121,farm-node-07,rhel8.8,Xcelium,23.09.004,EPYC-7763,4,81.0,90.8,50.8,2376.1,164.9,9.79,12.86,0.86,4434435.2,54.3,1068.9,nominal,2.38,long
RUN-002122,farm-node-19,rhel8.8,Xcelium,23.09.004,EPYC-7763,1,51.4,63.7,42.2,3551.0,75.6,17.57,16.04,1.83,962777.6,76.6,1207.2,nominal,4.44,long
RUN-002123,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-7763,1,64.3,77.5,41.8,5228.5,142.6,28.47,23.66,0.32,253907.9,53.3,1177.1,nominal,2.94,long
RUN-002124,farm-node-07,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,4,61.9,77.0,64.6,2501.2,647.2,11.84,10.11,0.0,701343.2,49.7,1077.5,nominal,5.21,long
RUN-002125,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-7763,1,56.0,79.0,39.6,3364.5,282.7,31.77,26.19,4.05,339076.1,71.6,1069.7,nominal,4.22,long
RUN-002126,farm-node-11,rhel8.8,Questa,2023.4,Xeon-Gold-6338,1,44.9,60.1,49.9,1524.8,214.0,9.61,10.89,7.86,519457.2,60.6,1139.7,nominal,2.77,long
RUN-002127,farm-node-19,rhel8.8,Questa,2023.4,EPYC-7763,4,55.0,59.9,59.0,2118.3,522.3,20.66,32.05,10.99,204194.9,68.3,1111.9,low_power,4.13,short
RUN-002128,farm-node-19,rhel8.8,Questa,2023.4,EPYC-7763,3,74.5,100.0,54.8,1911.5,217.3,9.85,14.5,10.11,1561259.7,32.5,1063.5,nominal,3.83,short
RUN-002129,farm-node-11,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,3,47.9,51.9,62.9,4354.4,240.9,18.24,21.0,3.95,80401.4,59.7,1112.8,nominal,3.64,normal
RUN-002130,farm-node-19,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,1,93.6,100.0,46.0,3186.0,427.2,24.97,32.52,6.5,387430.8,51.0,1065.8,nominal,5.15,long
RUN-002131,farm-node-11,rhel8.8,Questa,2023.4,Xeon-Gold-6338,1,52.9,77.7,42.9,3890.9,446.8,21.45,17.63,20.89,1588247.5,68.9,1157.4,turbo,7.27,long
RUN-002132,farm-node-02,rhel8.8,Questa,2023.4,EPYC-7763,1,69.4,74.7,44.7,3006.1,301.1,16.95,25.4,26.82,185119.1,31.9,1109.9,low_power,4.78,short
RUN-002133,farm-node-01,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,1,64.3,89.3,37.6,3649.4,192.5,31.89,22.64,2.13,541382.3,62.9,1106.3,nominal,4.91,short
RUN-002134,farm-node-01,rhel8.8,Xcelium,23.09.004,EPYC-7763,4,49.9,67.1,48.2,3738.4,301.2,31.25,27.95,5.68,473312.1,70.9,1069.1,low_power,5.31,normal
RUN-002135,farm-node-11,rhel8.8,Xcelium,23.09.004,EPYC-9354,4,52.1,65.5,60.1,1811.6,379.4,30.85,38.63,18.93,116723.9,57.3,1129.3,low_power,5.34,short
RUN-002136,farm-node-19,rhel8.8,Questa,2023.4,Xeon-Gold-6338,3,48.0,55.5,50.8,2805.6,198.5,19.97,30.77,1.53,365495.0,58.7,1127.9,nominal,2.47,long
RUN-002137,farm-node-19,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,3,77.8,90.7,40.3,2926.5,192.8,20.75,16.18,3.86,141958.7,48.3,1106.4,nominal,3.65,short
RUN-002138,farm-node-11,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,1,53.5,59.9,58.1,4275.2,378.0,13.27,11.88,2.72,285487.6,50.9,1121.7,low_power,4.36,short
RUN-002139,farm-node-01,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,2,48.7,63.2,54.4,1531.3,16.4,21.55,19.0,4.65,399321.4,63.1,1011.7,low_power,5.09,short
RUN-002140,farm-node-11,rhel8.8,Questa,2023.4,Xeon-Gold-6338,4,62.9,90.0,62.9,3089.4,463.4,6.35,8.62,4.51,773334.8,58.7,1061.2,nominal,3.55,normal
RUN-002141,farm-node-11,rhel8.8,Questa,2023.4,EPYC-9354,4,70.2,100.0,35.0,2623.8,206.0,30.33,37.49,3.35,302764.4,59.4,1064.2,turbo,6.62,short
RUN-002142,farm-node-01,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,3,59.0,64.0,64.3,2588.7,494.9,12.44,16.74,4.71,648344.1,49.8,1129.6,turbo,6.62,normal
RUN-002143,farm-node-02,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,2,53.9,64.8,45.8,3206.1,293.4,15.75,15.46,1.84,1267898.7,60.5,1172.4,nominal,3.96,short
RUN-002144,farm-node-02,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,4,49.3,53.5,61.8,2203.8,312.4,16.09,15.92,1.53,850852.1,72.7,1113.7,nominal,4.83,short
RUN-002145,farm-node-07,rhel8.8,Questa,2023.4,EPYC-7763,2,68.8,93.9,70.0,2524.8,420.1,21.41,18.27,1.21,365562.6,55.2,1143.8,nominal,4.72,long
RUN-002146,farm-node-19,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,2,56.9,70.1,40.2,3724.3,431.0,23.2,19.8,4.11,675364.4,70.6,1117.1,nominal,3.96,normal
RUN-002147,farm-node-11,rhel8.8,Questa,2023.4,EPYC-7763,2,80.0,90.9,24.4,3164.1,555.7,29.76,41.41,3.47,481510.1,48.7,1061.6,nominal,4.01,short
RUN-002148,farm-node-11,rhel8.8,Questa,2023.4,EPYC-7763,1,21.5,46.0,51.4,3595.1,309.2,30.26,43.15,7.18,236345.2,56.4,1104.1,nominal,4.03,long
RUN-002149,farm-node-01,rhel8.8,Xcelium,23.09.004,EPYC-9354,3,31.6,35.2,36.6,3209.4,419.5,21.28,19.86,16.11,701603.9,64.4,1187.3,nominal,3.75,long
RUN-002150,farm-node-07,rhel8.8,Xcelium,23.09.004,EPYC-7763,3,63.2,70.7,44.7,3566.8,453.6,10.84,14.46,3.49,1684338.1,33.1,1095.5,turbo,8.38,normal
RUN-002151,farm-node-01,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,3,52.2,70.6,47.9,3043.9,357.0,19.87,27.99,1.52,3598363.4,46.0,1125.0,turbo,6.05,short
RUN-002152,farm-node-01,rhel8.8,Xcelium,23.09.004,EPYC-9354,1,64.6,87.9,47.0,2864.0,577.2,16.48,12.73,14.66,618138.2,62.9,1115.0,nominal,5.33,short
RUN-002153,farm-node-07,rhel8.8,Xcelium,23.09.004,EPYC-7763,4,45.6,69.2,61.3,1518.6,423.4,30.49,33.73,6.79,391208.4,57.2,1092.7,nominal,3.32,long
RUN-002154,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-9354,2,55.6,83.3,38.3,4428.2,346.3,12.18,18.28,12.84,396161.4,59.6,1168.8,turbo,6.96,long
RUN-002155,farm-node-19,rhel8.8,Xcelium,23.09.004,EPYC-9354,2,47.0,72.5,24.9,3716.0,139.9,29.93,33.22,22.18,30921.6,50.4,1100.8,low_power,4.39,long
RUN-002156,farm-node-11,rhel8.8,Questa,2023.4,Xeon-Gold-6338,1,61.9,77.6,31.1,1588.7,423.6,6.08,6.5,5.91,822353.1,62.9,1125.1,nominal,3.72,long
RUN-002157,farm-node-11,rhel8.8,Questa,2023.4,EPYC-9354,2,69.9,88.0,41.4,2212.0,305.6,15.15,14.44,10.97,550312.1,43.6,1060.5,nominal,4.52,long
RUN-002158,farm-node-01,rhel8.8,Questa,2023.4,Xeon-Gold-6338,2,70.3,81.3,37.3,1905.1,237.7,24.07,23.95,8.86,222113.4,52.2,1127.8,turbo,5.74,normal
RUN-002159,farm-node-01,rhel8.8,Questa,2023.4,EPYC-7763,3,33.5,58.3,35.7,3339.5,513.2,15.83,11.77,0.84,1134701.2,49.7,1121.0,low_power,6.53,short
RUN-002160,farm-node-01,rhel8.8,VCS,2023.12-SP1,EPYC-9354,1,58.6,73.1,22.4,3137.5,378.7,24.11,19.87,6.31,363728.5,76.6,1134.2,low_power,3.67,long
RUN-002161,farm-node-07,rhel8.8,Xcelium,23.09.004,EPYC-7763,1,53.9,73.7,58.9,3537.8,702.0,7.56,11.83,3.0,2959807.5,28.6,1102.5,low_power,3.17,long
RUN-002162,farm-node-19,rhel8.8,Questa,2023.4,EPYC-7763,4,64.2,68.2,47.1,3164.2,447.2,30.79,45.67,8.12,611704.9,72.6,1100.5,nominal,4.89,long
RUN-002163,farm-node-02,rhel8.8,Questa,2023.4,EPYC-7763,2,54.4,81.7,47.0,3103.3,379.9,6.06,7.18,16.87,1933128.7,43.8,1056.7,nominal,4.91,short
RUN-002164,farm-node-02,rhel8.8,Questa,2023.4,Xeon-Gold-6338,4,72.9,100.0,39.9,2714.0,321.1,17.98,26.09,6.04,5963413.0,38.0,1173.2,nominal,5.97,normal
RUN-002165,farm-node-19,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,1,66.7,91.1,44.7,746.0,290.2,21.87,18.74,2.63,106486.7,57.0,1079.1,nominal,5.99,long
RUN-002166,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-9354,1,33.5,54.5,53.9,2529.4,362.2,16.3,22.88,0.44,236069.3,39.7,1168.2,nominal,4.89,normal
RUN-002167,farm-node-19,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,2,50.5,63.8,50.6,3150.8,646.4,25.88,35.86,1.89,565623.0,46.6,1128.6,turbo,7.83,normal
RUN-002168,farm-node-01,rhel8.8,Questa,2023.4,EPYC-9354,2,54.6,82.0,34.4,1563.4,362.2,3.51,4.03,9.89,3289351.6,46.9,1198.2,nominal,5.03,short
RUN-002169,farm-node-19,rhel8.8,Xcelium,23.09.004,EPYC-9354,1,64.0,77.0,35.1,1507.7,384.1,23.0,20.07,8.01,309114.2,64.2,1112.5,low_power,4.57,normal
RUN-002170,farm-node-19,rhel8.8,Xcelium,23.09.004,EPYC-7763,1,59.1,79.1,39.5,1298.2,59.2,26.55,32.45,0.9,640770.9,48.9,1111.5,nominal,3.14,long
RUN-002171,farm-node-07,rhel8.8,Questa,2023.4,Xeon-Gold-6338,4,44.7,65.3,54.5,2812.0,298.7,28.01,28.38,0.05,737971.8,56.8,1042.1,nominal,5.63,short
RUN-002172,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-9354,1,60.1,78.8,34.1,3482.9,288.8,7.02,7.23,12.91,1074160.7,72.0,1056.3,nominal,3.15,short
RUN-002173,farm-node-11,rhel8.8,Xcelium,23.09.004,EPYC-7763,3,65.3,79.4,36.8,1668.1,412.5,24.92,32.87,11.79,413683.5,55.0,1150.1,nominal,5.26,long
RUN-002174,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-7763,4,33.6,47.7,43.8,3808.9,248.3,35.94,28.27,21.13,912701.8,75.6,1106.3,nominal,2.98,long
RUN-002175,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-9354,4,45.1,61.7,42.1,2032.9,258.1,12.15,15.87,19.99,1028901.8,40.1,1128.5,nominal,5.51,short
RUN-002176,farm-node-07,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,2,63.9,93.8,57.7,3400.4,358.3,8.14,6.13,10.95,4990818.9,46.4,1130.9,nominal,3.08,normal
RUN-002177,farm-node-01,rhel8.8,Questa,2023.4,EPYC-9354,4,70.9,91.7,51.7,1590.2,407.8,19.28,21.59,10.86,85498.4,61.1,1073.8,nominal,2.45,normal
RUN-002178,farm-node-11,rhel8.8,VCS,2023.12-SP1,EPYC-7763,4,43.7,49.4,59.6,3284.5,187.4,23.13,18.27,0.14,1634017.1,39.5,1118.1,nominal,4.36,long
RUN-002179,farm-node-07,rhel8.8,Questa,2023.4,EPYC-7763,2,30.7,44.6,53.2,2375.8,5.0,29.25,34.41,13.81,141682.2,54.7,1099.4,nominal,3.44,normal
RUN-002180,farm-node-07,rhel8.8,Xcelium,23.09.004,EPYC-7763,4,34.2,52.8,35.4,1841.6,131.5,34.8,52.78,42.23,504050.7,39.5,1122.7,nominal,4.87,long
RUN-002181,farm-node-19,rhel8.8,Questa,2023.4,EPYC-9354,2,63.2,66.3,50.7,2662.5,423.0,29.49,22.76,2.08,998627.9,54.0,1091.1,turbo,8.45,short
RUN-002182,farm-node-02,rhel8.8,Xcelium,23.09.004,EPYC-9354,1,88.6,100.0,58.0,3048.1,325.8,26.79,23.27,8.11,506371.8,44.2,1061.4,turbo,7.39,short
RUN-002183,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-9354,4,49.8,53.5,53.9,2260.7,526.2,7.0,5.6,2.02,1159736.1,41.0,1095.2,low_power,4.36,normal
RUN-002184,farm-node-02,rhel8.8,Questa,2023.4,Xeon-Gold-6338,2,45.7,49.9,59.7,1967.2,5.0,29.08,24.56,8.44,44495.7,35.4,1077.5,turbo,6.46,long
RUN-002185,farm-node-11,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,3,66.4,82.7,66.2,3984.5,128.1,29.66,23.5,4.07,1233004.3,45.7,1206.5,nominal,3.74,short
RUN-002186,farm-node-07,rhel8.8,Questa,2023.4,EPYC-7763,1,49.1,54.8,16.7,2943.0,110.4,17.13,14.42,9.76,507118.5,48.8,1125.8,nominal,2.44,short
RUN-002187,farm-node-07,rhel8.8,Xcelium,23.09.004,EPYC-7763,2,79.7,86.5,34.9,3068.2,435.5,11.53,14.11,19.95,1893596.6,61.4,1115.6,low_power,4.3,short
RUN-002188,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-9354,4,52.9,78.8,45.5,1711.6,67.1,28.68,30.94,24.89,1595986.7,66.9,1165.1,low_power,4.93,short
RUN-002189,farm-node-07,rhel8.8,Xcelium,23.09.004,EPYC-9354,2,48.0,58.4,75.4,1785.3,299.5,29.42,38.88,5.69,71947.6,65.0,1134.8,nominal,4.08,normal
RUN-002190,farm-node-11,rhel8.8,Xcelium,23.09.004,EPYC-9354,3,77.4,100.0,39.1,1658.1,351.8,29.14,27.91,1.13,288265.4,50.1,1060.3,low_power,2.53,normal
RUN-002191,farm-node-19,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,4,48.8,75.9,47.4,2064.8,273.2,3.92,6.05,0.49,2294249.2,59.2,1096.3,nominal,3.2,long
RUN-002192,farm-node-02,rhel8.8,Questa,2023.4,EPYC-9354,1,61.9,72.4,39.5,1587.5,592.4,30.31,40.41,28.24,650411.8,40.0,1178.0,nominal,4.95,normal
RUN-002193,farm-node-19,rhel8.8,Xcelium,23.09.004,EPYC-9354,4,73.7,81.0,48.4,2899.3,257.9,25.08,24.9,2.26,495301.9,35.6,1143.7,low_power,2.63,normal
RUN-002194,farm-node-01,rhel8.8,VCS,2023.12-SP1,EPYC-9354,4,56.1,69.2,38.4,1767.7,293.7,25.04,36.05,11.16,120142.7,59.7,1098.8,low_power,4.79,short
RUN-002195,farm-node-07,rhel8.8,Xcelium,23.09.004,EPYC-9354,2,64.8,68.4,37.6,1864.8,266.0,25.65,29.17,9.71,135773.9,66.4,1179.9,nominal,6.02,normal
RUN-002196,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-7763,2,56.7,63.0,24.5,1879.9,304.3,30.2,31.92,14.3,57447.6,68.5,1120.7,low_power,5.57,short
RUN-002197,farm-node-02,rhel8.8,Questa,2023.4,EPYC-9354,1,68.3,78.6,52.4,1872.3,200.5,7.62,6.84,9.13,1339421.9,54.9,1082.9,nominal,4.8,normal
RUN-002198,farm-node-19,rhel8.8,Questa,2023.4,EPYC-7763,2,75.5,78.6,43.9,1304.6,597.7,4.04,4.3,2.9,542437.9,41.9,1221.2,nominal,5.36,long
RUN-002199,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-9354,3,73.2,100.0,20.7,1967.7,448.0,24.73,31.98,4.35,3569017.7,24.3,1115.4,turbo,8.4,normal
RUN-002200,farm-node-01,rhel8.8,VCS,2023.12-SP1,EPYC-9354,3,69.6,77.7,15.5,2587.1,278.7,34.51,47.45,5.47,427960.6,45.2,1140.9,turbo,5.99,short
RUN-002201,farm-node-19,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,2,40.7,48.1,42.8,2926.7,218.2,10.77,12.93,4.65,1345465.2,54.0,1041.0,nominal,4.78,normal
RUN-002202,farm-node-07,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,4,26.4,49.1,44.1,3970.6,5.0,14.92,11.15,13.33,2667996.9,34.6,1092.4,nominal,2.19,long
RUN-002203,farm-node-02,rhel8.8,Xcelium,23.09.004,EPYC-7763,4,52.7,81.0,31.5,2176.6,321.1,14.53,12.48,18.15,76488.0,35.0,1011.2,nominal,4.81,long
RUN-002204,farm-node-11,rhel8.8,Xcelium,23.09.004,EPYC-9354,2,58.3,64.6,56.4,3691.4,115.5,5.62,4.85,8.61,881057.7,49.1,1142.7,nominal,2.17,short
RUN-002205,farm-node-01,rhel8.8,Questa,2023.4,Xeon-Gold-6338,1,55.2,76.0,54.7,2254.5,473.2,28.27,29.38,0.07,841630.1,40.4,1052.8,nominal,4.61,short
RUN-002206,farm-node-02,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,1,58.3,82.8,62.9,3515.4,296.6,13.29,11.39,0.39,2948032.1,45.5,1116.3,nominal,5.1,normal
RUN-002207,farm-node-02,rhel8.8,Questa,2023.4,EPYC-9354,3,48.0,61.8,28.8,4715.2,115.6,27.94,44.27,4.06,1262657.9,48.9,1128.7,nominal,2.28,long
RUN-002208,farm-node-07,rhel8.8,Xcelium,23.09.004,EPYC-9354,2,84.3,92.2,41.5,2190.4,497.9,31.54,32.68,22.3,633695.2,57.5,1140.7,nominal,6.7,normal
RUN-002209,farm-node-01,rhel8.8,VCS,2023.12-SP1,EPYC-9354,3,60.5,81.8,19.2,2132.2,189.7,4.34,5.7,8.74,700314.1,68.2,1081.6,turbo,7.29,short
