run_id,sequence_name,seed,rand_mode,constraint_set,rand_addr_base,rand_addr_range_kb,rand_data_pattern,payload_entropy,rand_rw_ratio,rand_opcode_mix,rand_packet_len_bytes,rand_delay_min_ns,rand_delay_max_ns,rand_idle_cycles,rand_wait_states,rand_priority_mode,rand_traffic_pattern,rand_workload,rand_order,rand_err_inj_mode,rand_transaction_count
RUN-001936,parity_stress_seq,830335671,constrained,default,0x0200,4,walking_ones,0.228,0.22,reg_wr,64,9,145,27,5,weighted,sparse,console,out_of_order,none,192
RUN-001937,uart_loopback_seq,399476894,constrained,default,0xac00,16,walking_ones,0.157,0.77,balanced,16,38,334,30,6,fixed,sparse,console,in_order,bitflip,192
RUN-001938,backpressure_seq,288007637,full_random,default,0xf300,64,incremental,0.216,0.33,balanced,128,4,252,21,1,fixed,sparse,sensor_poll,out_of_order,none,48
RUN-001939,parity_stress_seq,1244175654,constrained,default,0x2a00,16,incremental,0.902,0.41,balanced,64,2,23,0,7,fixed,sparse,dma_stream,in_order,none,768
RUN-001940,uart_loopback_seq,533477595,constrained,default,0x7200,4,incremental,0.76,0.77,reg_rd,64,22,122,22,3,weighted,uniform,boot,out_of_order,none,192
RUN-001941,dma_burst_seq,14008515,full_random,default,0xc900,4,incremental,0.249,0.4,reg_wr,8,36,349,30,7,fixed,ping_pong,sensor_poll,in_order,glitch,192
RUN-001942,backpressure_seq,802428700,full_random,default,0xb000,4,random,0.611,0.55,reg_wr,64,10,160,7,8,weighted,burst_hotspot,boot,in_order,none,192
RUN-001943,dma_burst_seq,769211030,constrained,stress,0xb100,64,walking_ones,0.631,0.58,balanced,128,33,206,2,11,weighted,sparse,console,in_order,none,768
RUN-001944,parity_stress_seq,2134269542,full_random,default,0xea00,64,incremental,0.524,0.62,reg_wr,16,7,240,17,0,weighted,sparse,sensor_poll,in_order,none,96
RUN-001945,reg_sweep_seq,1328206735,full_random,default,0x3100,16,incremental,0.309,0.66,balanced,64,18,217,6,3,weighted,burst_hotspot,dma_stream,in_order,bitflip,384
RUN-001946,reset_recovery_seq,280288468,directed,default,0xd800,16,incremental,0.578,0.51,reg_wr,8,10,151,6,5,fixed,uniform,boot,in_order,none,384
RUN-001947,parity_stress_seq,1040305460,constrained,corner,0x9e00,16,random,0.381,0.34,balanced,128,13,256,13,10,weighted,sparse,dma_stream,in_order,none,96
RUN-001948,reg_sweep_seq,1751175194,full_random,default,0x6000,16,random,0.25,0.2,balanced,64,10,241,30,2,weighted,sparse,dma_stream,out_of_order,none,192
RUN-001949,irq_storm_seq,402389200,full_random,corner,0xee00,16,random,0.605,0.54,balanced,16,12,139,23,0,weighted,sparse,sensor_poll,in_order,bitflip,48
RUN-001950,dma_burst_seq,665261912,constrained,corner,0x8c00,4,walking_ones,0.848,0.58,reg_rd,16,10,379,11,6,weighted,uniform,sensor_poll,in_order,glitch,768
RUN-001951,reg_sweep_seq,1987707249,constrained,default,0x3e00,4,all_ones,0.169,0.34,reg_wr,16,19,102,14,8,weighted,uniform,sensor_poll,in_order,bitflip,384
RUN-001952,reg_sweep_seq,1629401795,constrained,stress,0xdb00,4,incremental,0.809,0.56,balanced,8,11,76,9,6,weighted,sparse,console,in_order,none,48
RUN-001953,reg_sweep_seq,1472366499,constrained,corner,0x2a00,16,all_ones,0.672,0.57,balanced,16,36,104,11,7,weighted,uniform,console,in_order,none,384
RUN-001954,reset_recovery_seq,1427514068,directed,default,0xbd00,16,all_ones,0.382,0.58,reg_rd,64,32,328,12,8,weighted,ping_pong,dma_stream,in_order,none,48
RUN-001955,reg_sweep_seq,196497964,constrained,corner,0x2600,4,all_ones,0.518,0.31,reg_rd,8,11,91,9,4,fixed,burst_hotspot,console,in_order,none,192
RUN-001956,parity_stress_seq,1874325030,full_random,stress,0x7100,4,random,0.532,0.54,balanced,64,14,154,30,10,fixed,uniform,dma_stream,in_order,bitflip,384
RUN-001957,irq_storm_seq,521431943,constrained,corner,0x3400,16,random,0.43,0.74,reg_rd,64,35,112,28,1,weighted,burst_hotspot,dma_stream,in_order,bitflip,384
RUN-001958,backpressure_seq,443911704,constrained,stress,0x0c00,16,random,0.447,0.76,balanced,128,20,384,6,4,weighted,uniform,console,in_order,glitch,768
RUN-001959,irq_storm_seq,1524739919,constrained,default,0x6200,16,random,0.622,0.43,reg_rd,8,1,338,5,7,weighted,sparse,dma_stream,out_of_order,none,384
RUN-001960,backpressure_seq,1644138332,constrained,stress,0x8000,16,all_ones,0.223,0.68,reg_wr,16,8,40,21,10,fixed,uniform,dma_stream,in_order,none,768
RUN-001961,irq_storm_seq,1022002924,full_random,default,0xc500,4,random,0.364,0.2,reg_wr,64,9,150,15,5,fixed,uniform,console,out_of_order,bitflip,96
RUN-001962,uart_loopback_seq,1887287336,full_random,default,0x1000,4,random,0.394,0.29,balanced,128,31,326,14,7,fixed,sparse,boot,in_order,bitflip,192
RUN-001963,parity_stress_seq,1796375387,constrained,default,0x5700,16,random,0.196,0.68,reg_wr,16,38,278,0,10,fixed,sparse,console,in_order,none,192
RUN-001964,reset_recovery_seq,626005231,full_random,corner,0xcd00,4,incremental,0.302,0.67,reg_wr,128,34,412,30,7,weighted,ping_pong,sensor_poll,in_order,none,192
RUN-001965,uart_loopback_seq,1239264577,constrained,default,0xe400,4,random,0.546,0.23,balanced,8,15,250,4,10,fixed,sparse,sensor_poll,in_order,glitch,192
RUN-001966,uart_loopback_seq,697037885,constrained,stress,0x4300,4,random,0.264,0.74,balanced,64,18,61,3,5,fixed,burst_hotspot,dma_stream,in_order,none,192
RUN-001967,uart_loopback_seq,202444949,directed,default,0x6d00,16,walking_ones,0.522,0.76,reg_rd,64,37,112,26,2,weighted,ping_pong,console,out_of_order,none,192
RUN-001968,reset_recovery_seq,1177588283,constrained,corner,0xf700,16,random,0.596,0.53,reg_wr,8,36,426,11,4,fixed,burst_hotspot,boot,in_order,none,192
RUN-001969,dma_burst_seq,1718180758,constrained,corner,0x1400,64,random,0.818,0.75,reg_wr,16,15,413,5,2,weighted,uniform,console,in_order,none,192
RUN-001970,backpressure_seq,1409966635,constrained,default,0xba00,16,walking_ones,0.282,0.53,reg_wr,8,31,378,6,11,fixed,ping_pong,console,in_order,none,192
RUN-001971,reg_sweep_seq,275268411,constrained,default,0xeb00,4,random,0.534,0.27,balanced,16,18,344,24,6,fixed,uniform,sensor_poll,in_order,bitflip,768
RUN-001972,uart_loopback_seq,234977120,constrained,default,0x4100,16,all_ones,0.438,0.36,balanced,128,5,152,25,4,weighted,ping_pong,console,out_of_order,glitch,384
RUN-001973,reset_recovery_seq,1157867539,constrained,default,0x4300,4,incremental,0.432,0.5,reg_rd,16,24,203,16,2,weighted,ping_pong,boot,in_order,glitch,96
RUN-001974,irq_storm_seq,1566501482,directed,stress,0x2700,4,all_ones,0.572,0.23,balanced,16,32,286,24,9,fixed,sparse,boot,in_order,none,48
RUN-001975,uart_loopback_seq,379035381,constrained,default,0xcc00,4,random,0.205,0.69,reg_wr,8,13,369,21,4,weighted,burst_hotspot,dma_stream,in_order,bitflip,96
RUN-001976,reset_recovery_seq,1076220553,constrained,stress,0xd500,64,walking_ones,0.323,0.73,balanced,16,16,189,30,0,weighted,sparse,console,out_of_order,bitflip,768
RUN-001977,reg_sweep_seq,457849961,constrained,default,0xf900,16,random,0.321,0.5,reg_rd,8,34,160,18,10,weighted,ping_pong,sensor_poll,in_order,bitflip,384
RUN-001978,irq_storm_seq,1092236393,constrained,corner,0x9200,4,walking_ones,0.155,0.43,reg_rd,64,0,60,24,6,weighted,uniform,console,out_of_order,bitflip,96
RUN-001979,reset_recovery_seq,1937627643,full_random,corner,0xd900,16,random,0.596,0.49,reg_wr,16,2,39,2,3,fixed,burst_hotspot,dma_stream,out_of_order,bitflip,192
RUN-001980,parity_stress_seq,898531230,constrained,corner,0x8100,4,random,0.485,0.61,balanced,8,39,416,22,10,weighted,uniform,dma_stream,out_of_order,none,96
RUN-001981,reg_sweep_seq,393385042,constrained,stress,0x9f00,64,walking_ones,0.621,0.76,reg_rd,8,15,190,18,7,weighted,sparse,dma_stream,in_order,bitflip,192
RUN-001982,dma_burst_seq,417595588,constrained,stress,0x7b00,16,walking_ones,0.298,0.26,balanced,8,39,198,9,5,weighted,burst_hotspot,dma_stream,in_order,none,384
RUN-001983,backpressure_seq,798066234,full_random,corner,0x1f00,16,incremental,0.189,0.28,balanced,64,5,156,25,6,fixed,burst_hotspot,console,out_of_order,none,48
RUN-001984,irq_storm_seq,11081633,directed,stress,0x1f00,4,all_ones,0.794,0.76,balanced,64,19,99,7,10,weighted,uniform,sensor_poll,in_order,none,384
RUN-001985,irq_storm_seq,403485350,constrained,stress,0xa900,64,all_ones,0.467,0.5,reg_rd,128,38,104,30,3,fixed,sparse,sensor_poll,out_of_order,glitch,192
RUN-001986,dma_burst_seq,21389941,constrained,corner,0x8000,16,random,0.42,0.35,reg_rd,8,34,423,12,5,weighted,burst_hotspot,console,in_order,none,48
RUN-001987,reset_recovery_seq,759062383,constrained,default,0xb100,16,random,0.515,0.43,reg_rd,128,7,272,5,0,weighted,ping_pong,dma_stream,out_of_order,bitflip,384
RUN-001988,irq_storm_seq,1397009667,directed,default,0xee00,16,walking_ones,0.372,0.42,reg_wr,16,18,207,26,1,fixed,uniform,sensor_poll,in_order,none,48
RUN-001989,reg_sweep_seq,107028121,constrained,corner,0xab00,16,walking_ones,0.292,0.51,reg_rd,16,39,375,27,4,fixed,sparse,sensor_poll,in_order,bitflip,96
RUN-001990,dma_burst_seq,985832814,constrained,default,0xfd00,4,all_ones,0.717,0.74,reg_rd,16,19,251,7,10,fixed,uniform,dma_stream,in_order,none,768
RUN-001991,backpressure_seq,1015427543,full_random,corner,0x9100,64,random,0.634,0.79,balanced,128,37,256,3,8,weighted,sparse,console,in_order,bitflip,192
RUN-001992,parity_stress_seq,1858276657,constrained,corner,0x7a00,4,incremental,0.614,0.41,reg_wr,128,27,58,7,11,fixed,burst_hotspot,console,in_order,glitch,96
RUN-001993,reset_recovery_seq,1277747634,constrained,default,0xcc00,4,random,0.615,0.71,balanced,64,38,423,10,8,weighted,sparse,dma_stream,in_order,none,96
RUN-001994,parity_stress_seq,905623273,full_random,corner,0x3700,16,random,0.776,0.66,balanced,8,33,354,15,1,fixed,sparse,console,in_order,none,768
RUN-001995,backpressure_seq,1279801022,constrained,stress,0xd200,64,random,0.397,0.31,reg_rd,8,16,268,15,10,fixed,burst_hotspot,console,in_order,none,192
RUN-001996,irq_storm_seq,1650868570,constrained,corner,0x6f00,4,random,0.723,0.57,reg_wr,16,37,298,26,5,weighted,burst_hotspot,boot,in_order,bitflip,768
RUN-001997,parity_stress_seq,1704656157,constrained,default,0x7100,4,all_ones,0.59,0.59,balanced,64,37,312,5,7,fixed,uniform,boot,in_order,bitflip,384
RUN-001998,backpressure_seq,2063427575,constrained,corner,0xf900,16,random,0.371,0.6,balanced,64,11,137,27,3,weighted,uniform,boot,in_order,none,384
RUN-001999,reset_recovery_seq,929545720,constrained,stress,0xa600,4,walking_ones,0.467,0.42,reg_wr,8,21,391,4,11,fixed,uniform,boot,in_order,none,192
RUN-002000,dma_burst_seq,2121403002,constrained,corner,0xcc00,4,walking_ones,0.706,0.53,reg_wr,8,38,141,3,4,weighted,uniform,dma_stream,in_order,none,768
RUN-002001,parity_stress_seq,1022529493,full_random,default,0x8a00,4,random,0.408,0.42,reg_wr,16,18,269,15,11,weighted,ping_pong,sensor_poll,in_order,none,192
RUN-002002,dma_burst_seq,940251443,constrained,corner,0x9a00,64,walking_ones,0.45,0.68,reg_wr,8,16,264,6,5,fixed,burst_hotspot,sensor_poll,in_order,glitch,192
RUN-002003,reg_sweep_seq,2004654133,constrained,stress,0x5500,16,incremental,0.746,0.8,reg_wr,8,17,86,6,3,weighted,sparse,console,in_order,none,768
RUN-002004,dma_burst_seq,477072414,directed,default,0x8200,64,walking_ones,0.765,0.62,reg_rd,16,3,318,6,8,fixed,ping_pong,sensor_poll,in_order,none,48
RUN-002005,reset_recovery_seq,1626693993,constrained,stress,0x3e00,16,all_ones,0.736,0.2,reg_rd,64,18,361,10,6,weighted,burst_hotspot,console,in_order,bitflip,768
RUN-002006,dma_burst_seq,1527225903,directed,corner,0x4300,4,random,0.147,0.5,balanced,128,21,32,16,8,fixed,ping_pong,sensor_poll,in_order,glitch,48
RUN-002007,irq_storm_seq,50707780,constrained,corner,0xdb00,4,incremental,0.417,0.28,balanced,16,11,224,21,7,weighted,ping_pong,console,in_order,none,192
RUN-002008,irq_storm_seq,1864293917,constrained,default,0x6c00,64,incremental,0.446,0.77,balanced,8,37,346,5,0,weighted,sparse,dma_stream,in_order,none,48
RUN-002009,irq_storm_seq,917590432,full_random,corner,0xe200,16,incremental,0.788,0.24,balanced,64,33,349,4,7,weighted,uniform,dma_stream,in_order,bitflip,96
RUN-002010,reset_recovery_seq,717422389,constrained,default,0xcc00,16,random,0.402,0.57,reg_rd,16,29,192,10,6,weighted,burst_hotspot,sensor_poll,in_order,none,384
RUN-002011,dma_burst_seq,1099906184,constrained,default,0x0a00,16,incremental,0.547,0.53,balanced,16,14,190,1,0,weighted,ping_pong,sensor_poll,out_of_order,glitch,96
RUN-002012,reset_recovery_seq,1978652529,constrained,default,0x0f00,4,incremental,0.306,0.4,reg_rd,8,21,131,14,3,fixed,uniform,sensor_poll,in_order,none,768
RUN-002013,dma_burst_seq,973128506,full_random,corner,0x6e00,16,random,0.659,0.37,balanced,8,14,313,28,8,weighted,sparse,boot,in_order,none,48
RUN-002014,parity_stress_seq,853196734,constrained,corner,0xbe00,4,incremental,0.863,0.36,reg_wr,16,22,319,4,10,weighted,ping_pong,boot,in_order,glitch,48
RUN-002015,dma_burst_seq,936913925,constrained,stress,0xa200,4,random,0.575,0.61,reg_wr,16,9,388,2,0,fixed,uniform,boot,in_order,none,384
RUN-002016,reg_sweep_seq,912936738,directed,corner,0xa500,4,all_ones,0.355,0.5,balanced,8,4,282,6,11,fixed,ping_pong,boot,in_order,glitch,768
RUN-002017,dma_burst_seq,1357678957,constrained,default,0xd200,4,walking_ones,0.209,0.45,reg_rd,128,32,141,1,7,fixed,ping_pong,console,in_order,none,192
RUN-002018,irq_storm_seq,406427474,constrained,default,0xd300,64,random,0.461,0.68,reg_wr,16,22,401,11,11,weighted,sparse,dma_stream,in_order,bitflip,384
RUN-002019,uart_loopback_seq,946182341,full_random,corner,0x4a00,4,all_ones,0.272,0.72,reg_rd,8,38,137,28,1,weighted,burst_hotspot,sensor_poll,in_order,none,96
RUN-002020,backpressure_seq,1888927306,directed,default,0x6900,16,random,0.696,0.37,reg_rd,128,0,273,27,11,fixed,sparse,console,in_order,bitflip,768
RUN-002021,reg_sweep_seq,21317251,full_random,default,0xc800,16,random,0.059,0.34,reg_rd,16,35,232,8,4,weighted,burst_hotspot,console,in_order,none,768
RUN-002022,reg_sweep_seq,1203397181,constrained,stress,0x3500,4,incremental,0.17,0.66,reg_wr,16,33,356,12,2,weighted,sparse,dma_stream,in_order,bitflip,384
RUN-002023,irq_storm_seq,362324627,full_random,default,0x8800,16,random,0.662,0.29,balanced,64,25,67,21,1,weighted,uniform,sensor_poll,in_order,bitflip,768
RUN-002024,backpressure_seq,526444048,directed,corner,0xa600,16,walking_ones,0.158,0.77,reg_wr,128,18,120,1,0,weighted,burst_hotspot,dma_stream,in_order,none,48
RUN-002025,backpressure_seq,1448844051,constrained,stress,0xda00,16,random,0.59,0.22,reg_rd,8,2,201,18,9,weighted,sparse,sensor_poll,in_order,bitflip,384
RUN-002026,dma_burst_seq,1878448500,constrained,corner,0x3600,64,incremental,0.197,0.64,reg_wr,64,21,291,13,9,fixed,burst_hotspot,sensor_poll,in_order,bitflip,96
RUN-002027,uart_loopback_seq,108771185,constrained,default,0x7a00,64,all_ones,0.422,0.42,reg_rd,8,4,27,29,6,fixed,ping_pong,dma_stream,in_order,none,384
RUN-002028,dma_burst_seq,1878011064,full_random,default,0x0400,16,random,0.521,0.61,reg_rd,64,35,379,5,7,weighted,uniform,console,out_of_order,none,96
RUN-002029,irq_storm_seq,531065007,constrained,default,0xb300,4,random,0.603,0.68,balanced,16,16,375,9,11,fixed,ping_pong,boot,in_order,bitflip,96
RUN-002030,uart_loopback_seq,1503726000,constrained,default,0xeb00,16,random,0.802,0.28,reg_rd,16,39,339,19,1,weighted,burst_hotspot,console,out_of_order,none,384
RUN-002031,dma_burst_seq,1164525419,constrained,default,0x7600,4,random,0.218,0.24,balanced,8,18,295,8,0,fixed,uniform,sensor_poll,out_of_order,bitflip,48
RUN-002032,uart_loopback_seq,880779565,constrained,corner,0x6c00,16,incremental,0.914,0.74,reg_wr,64,9,212,0,9,fixed,ping_pong,boot,in_order,none,768
RUN-002033,irq_storm_seq,1507900952,directed,default,0xa100,4,random,0.082,0.47,balanced,16,25,343,29,10,weighted,ping_pong,boot,in_order,none,192
RUN-002034,dma_burst_seq,1673878869,constrained,stress,0xdc00,16,random,0.713,0.41,balanced,16,5,182,23,2,fixed,uniform,dma_stream,in_order,none,96
RUN-002035,dma_burst_seq,1641689864,constrained,corner,0xe700,4,random,0.466,0.64,reg_wr,8,21,56,17,9,fixed,uniform,sensor_poll,in_order,bitflip,768
RUN-002036,reg_sweep_seq,314629015,constrained,corner,0xbb00,16,random,0.582,0.64,reg_wr,16,13,79,21,11,weighted,uniform,boot,in_order,none,96
RUN-002037,dma_burst_seq,593556987,full_random,default,0x8800,16,incremental,0.366,0.37,balanced,16,39,369,12,11,weighted,sparse,sensor_poll,in_order,none,96
RUN-002038,dma_burst_seq,1656004169,full_random,default,0x8e00,64,walking_ones,0.48,0.2,balanced,8,26,333,6,4,weighted,uniform,console,in_order,none,192
RUN-002039,dma_burst_seq,1255390098,constrained,corner,0x9400,64,random,0.148,0.73,reg_rd,8,20,310,23,10,fixed,uniform,console,out_of_order,none,384
RUN-002040,backpressure_seq,1090834600,constrained,stress,0xc900,64,random,0.524,0.61,reg_wr,16,13,36,19,7,fixed,burst_hotspot,sensor_poll,in_order,none,192
RUN-002041,uart_loopback_seq,16598447,constrained,default,0x4800,4,incremental,0.456,0.33,balanced,8,22,381,3,9,fixed,burst_hotspot,sensor_poll,in_order,none,384
RUN-002042,uart_loopback_seq,1510643676,constrained,corner,0xb300,16,incremental,0.467,0.69,balanced,8,14,148,8,0,fixed,sparse,console,out_of_order,none,192
RUN-002043,parity_stress_seq,1138947168,constrained,corner,0x8800,4,incremental,0.31,0.74,reg_rd,16,27,297,29,8,fixed,uniform,dma_stream,out_of_order,none,192
RUN-002044,dma_burst_seq,720875665,constrained,corner,0x6800,16,all_ones,0.277,0.37,balanced,16,1,24,28,6,weighted,uniform,sensor_poll,in_order,glitch,384
RUN-002045,reset_recovery_seq,1246877268,constrained,default,0x5300,4,random,0.411,0.24,reg_rd,64,13,108,24,1,fixed,sparse,console,out_of_order,bitflip,768
RUN-002046,backpressure_seq,1943091517,full_random,corner,0xe700,4,incremental,0.661,0.57,reg_wr,16,34,299,17,11,fixed,sparse,boot,in_order,none,96
RUN-002047,uart_loopback_seq,36391516,full_random,stress,0x2e00,16,walking_ones,0.587,0.74,balanced,8,1,26,17,8,weighted,sparse,boot,out_of_order,none,192
RUN-002048,dma_burst_seq,1596586109,constrained,default,0xa600,64,incremental,0.848,0.53,balanced,16,0,243,7,7,weighted,uniform,dma_stream,out_of_order,none,384
RUN-002049,backpressure_seq,2000001471,full_random,default,0x8d00,4,incremental,0.315,0.37,reg_rd,128,25,129,10,10,weighted,burst_hotspot,dma_stream,out_of_order,none,96
RUN-002050,uart_loopback_seq,1046398632,constrained,default,0xb900,4,random,0.48,0.69,reg_rd,16,27,313,28,1,weighted,uniform,sensor_poll,in_order,glitch,384
RUN-002051,parity_stress_seq,1269104168,constrained,default,0xf200,64,walking_ones,0.736,0.3,reg_rd,8,23,66,31,0,weighted,sparse,boot,in_order,glitch,48
RUN-002052,irq_storm_seq,283176999,constrained,default,0xc900,4,incremental,0.339,0.5,balanced,8,0,342,5,2,weighted,uniform,boot,out_of_order,bitflip,192
RUN-002053,backpressure_seq,223004014,full_random,corner,0xfc00,4,incremental,0.583,0.42,balanced,64,1,51,31,5,fixed,burst_hotspot,sensor_poll,in_order,glitch,768
RUN-002054,reg_sweep_seq,1263054395,constrained,default,0xb300,16,walking_ones,0.464,0.3,reg_wr,128,12,106,23,3,fixed,sparse,dma_stream,in_order,none,192
RUN-002055,irq_storm_seq,284536061,full_random,stress,0x5000,64,random,0.69,0.46,balanced,64,36,199,9,8,weighted,ping_pong,sensor_poll,in_order,none,192
RUN-002056,parity_stress_seq,735560608,constrained,corner,0xd500,64,incremental,0.705,0.72,reg_wr,16,27,345,20,6,fixed,uniform,boot,in_order,none,384
RUN-002057,irq_storm_seq,742291957,constrained,default,0xcb00,64,random,0.392,0.54,reg_wr,128,36,57,17,8,weighted,burst_hotspot,dma_stream,in_order,none,48
RUN-002058,irq_storm_seq,291974767,constrained,default,0xe300,4,random,0.628,0.62,balanced,8,23,148,16,3,fixed,burst_hotspot,dma_stream,in_order,none,192
RUN-002059,irq_storm_seq,1719539729,directed,corner,0x5c00,16,walking_ones,0.372,0.68,reg_rd,64,7,312,22,2,weighted,uniform,dma_stream,out_of_order,none,192
RUN-002060,irq_storm_seq,1275777966,constrained,default,0x5c00,16,random,0.619,0.36,reg_rd,8,30,179,23,11,weighted,burst_hotspot,console,in_order,glitch,96
RUN-002061,irq_storm_seq,1338661425,full_random,default,0x6600,4,incremental,0.334,0.78,reg_wr,64,39,383,20,6,fixed,ping_pong,console,in_order,none,384
RUN-002062,irq_storm_seq,474032239,full_random,default,0x1d00,4,incremental,0.566,0.48,reg_rd,16,29,75,0,8,weighted,ping_pong,dma_stream,out_of_order,glitch,768
RUN-002063,uart_loopback_seq,716884174,directed,corner,0x6600,16,walking_ones,0.476,0.74,balanced,128,19,86,12,0,fixed,sparse,boot,in_order,glitch,768
RUN-002064,backpressure_seq,1677787187,directed,stress,0x5500,16,all_ones,0.683,0.58,balanced,8,20,296,6,7,fixed,uniform,console,in_order,none,192
RUN-002065,uart_loopback_seq,1275236242,full_random,default,0xde00,64,random,0.231,0.63,reg_rd,8,5,385,14,1,fixed,ping_pong,console,in_order,none,384
RUN-002066,uart_loopback_seq,251284743,directed,corner,0x2800,16,all_ones,0.297,0.63,balanced,128,38,270,0,4,fixed,sparse,boot,in_order,none,192
RUN-002067,irq_storm_seq,246072354,constrained,default,0xca00,16,walking_ones,0.458,0.76,reg_wr,8,2,389,8,10,fixed,burst_hotspot,console,in_order,none,192
RUN-002068,reg_sweep_seq,397018311,full_random,default,0x5000,16,walking_ones,0.27,0.34,reg_rd,16,2,235,21,9,fixed,burst_hotspot,boot,out_of_order,none,96
RUN-002069,dma_burst_seq,197017199,constrained,default,0xa900,16,incremental,0.635,0.32,reg_rd,16,36,412,11,2,fixed,sparse,boot,in_order,bitflip,192
RUN-002070,dma_burst_seq,10699242,constrained,stress,0xf600,4,incremental,0.722,0.49,balanced,128,37,314,23,3,weighted,uniform,console,out_of_order,none,192
RUN-002071,uart_loopback_seq,1758629439,constrained,stress,0x0900,16,incremental,0.253,0.7,reg_wr,64,25,205,18,3,fixed,ping_pong,dma_stream,in_order,bitflip,96
RUN-002072,uart_loopback_seq,1449155746,constrained,corner,0x3800,64,walking_ones,0.724,0.33,reg_rd,128,6,27,7,2,weighted,ping_pong,dma_stream,in_order,glitch,48
RUN-002073,dma_burst_seq,507923236,constrained,default,0x0800,16,walking_ones,0.246,0.54,reg_rd,64,8,243,30,9,fixed,sparse,dma_stream,in_order,none,96
RUN-002074,irq_storm_seq,1598442693,directed,corner,0xcd00,4,incremental,0.531,0.4,balanced,16,36,234,0,4,weighted,burst_hotspot,dma_stream,out_of_order,glitch,48
RUN-002075,reg_sweep_seq,9113770,full_random,default,0xf500,16,random,0.396,0.67,reg_wr,64,18,350,14,8,weighted,ping_pong,console,in_order,none,192
RUN-002076,backpressure_seq,1766556154,constrained,default,0xb400,16,random,0.29,0.41,balanced,128,1,223,16,2,fixed,sparse,boot,in_order,none,384
RUN-002077,reg_sweep_seq,767756651,constrained,default,0x7f00,64,random,0.229,0.3,reg_wr,8,4,111,11,5,fixed,ping_pong,boot,in_order,glitch,96
RUN-002078,parity_stress_seq,1558173857,constrained,corner,0x9000,4,random,0.427,0.43,reg_wr,8,23,340,5,10,weighted,ping_pong,console,in_order,none,48
RUN-002079,reg_sweep_seq,1198315026,constrained,corner,0x2900,4,incremental,0.503,0.27,balanced,64,16,272,0,7,weighted,uniform,sensor_poll,out_of_order,glitch,192
RUN-002080,dma_burst_seq,2106735973,constrained,default,0x1600,4,random,0.395,0.63,balanced,64,26,345,16,3,weighted,ping_pong,boot,out_of_order,none,192
RUN-002081,parity_stress_seq,92319541,full_random,default,0xb100,64,random,0.588,0.65,reg_wr,8,3,394,17,11,weighted,sparse,dma_stream,out_of_order,bitflip,192
RUN-002082,reg_sweep_seq,1701320591,constrained,stress,0x4d00,4,walking_ones,0.556,0.61,reg_wr,8,12,392,19,7,weighted,sparse,dma_stream,in_order,none,192
RUN-002083,dma_burst_seq,1692793048,full_random,stress,0x4500,64,random,0.274,0.3,reg_wr,64,5,106,11,3,fixed,burst_hotspot,boot,out_of_order,none,192
RUN-002084,backpressure_seq,1183039118,full_random,stress,0x1300,16,walking_ones,0.193,0.29,balanced,64,16,230,2,4,weighted,uniform,boot,out_of_order,none,384
RUN-002085,backpressure_seq,679028524,full_random,stress,0x5d00,16,incremental,0.403,0.69,balanced,16,39,148,18,8,weighted,sparse,console,in_order,none,768
RUN-002086,uart_loopback_seq,1847572981,full_random,default,0xce00,4,walking_ones,0.434,0.3,balanced,128,13,304,30,2,fixed,uniform,console,in_order,none,384
RUN-002087,irq_storm_seq,818751227,constrained,default,0x3e00,64,random,0.442,0.74,balanced,16,2,123,17,10,weighted,ping_pong,console,in_order,bitflip,384
RUN-002088,irq_storm_seq,2017406926,full_random,stress,0xea00,64,incremental,0.672,0.6,reg_wr,128,14,26,24,5,weighted,ping_pong,console,out_of_order,glitch,384
RUN-002089,parity_stress_seq,1253370870,full_random,stress,0x8e00,64,random,0.362,0.47,reg_wr,128,1,255,7,9,weighted,burst_hotspot,console,out_of_order,none,384
RUN-002090,reg_sweep_seq,173133534,constrained,corner,0x2100,16,random,0.531,0.3,balanced,64,8,407,19,11,fixed,burst_hotspot,dma_stream,in_order,none,384
RUN-002091,dma_burst_seq,2132668530,constrained,default,0x6a00,4,incremental,0.604,0.37,balanced,8,38,433,20,1,fixed,burst_hotspot,console,in_order,none,192
RUN-002092,backpressure_seq,385754753,directed,corner,0x5a00,64,random,0.615,0.31,reg_rd,128,4,360,14,10,fixed,burst_hotspot,dma_stream,in_order,none,192
RUN-002093,dma_burst_seq,1632937320,constrained,default,0x7900,64,random,0.15,0.73,reg_rd,64,34,147,0,3,weighted,uniform,boot,in_order,none,48
RUN-002094,reset_recovery_seq,56311907,constrained,stress,0xae00,16,incremental,0.694,0.74,reg_rd,8,8,358,0,4,fixed,sparse,dma_stream,in_order,glitch,384
RUN-002095,irq_storm_seq,989325283,constrained,default,0x2200,4,walking_ones,0.292,0.66,balanced,8,17,146,30,4,weighted,ping_pong,dma_stream,in_order,none,48
RUN-002096,reset_recovery_seq,1100788681,full_random,default,0xa600,16,walking_ones,0.429,0.58,reg_wr,16,21,213,5,2,weighted,sparse,sensor_poll,in_order,none,192
RUN-002097,uart_loopback_seq,1655423623,constrained,corner,0x2300,16,incremental,0.451,0.25,reg_wr,8,14,396,17,10,fixed,uniform,console,in_order,bitflip,192
RUN-002098,uart_loopback_seq,1619044914,constrained,stress,0x7b00,64,random,0.394,0.78,balanced,16,20,67,31,10,weighted,sparse,dma_stream,out_of_order,glitch,384
